Uberon ID	Uberon name	is_a/part_of relations	Reason for removal
WBls:0000145	34 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000146	35 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000147	36 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000148	37 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000149	38 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000150	39 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000151	40 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000152	41 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000153	42 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000154	43 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000155	44 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000156	45 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000157	46 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000158	47 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000159	48 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000160	49 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000161	50 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000162	51 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000163	52 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000164	53 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000165	54 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000166	55 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000167	56 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000168	57 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000169	58 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000170	59 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000171	60 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000172	61 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000173	62 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000174	63 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000175	64 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000176	65 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000177	66 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000178	67 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000179	68 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000180	69 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000181	70 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000182	71 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000183	72 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000184	73 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000185	74 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000186	75 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000187	76 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000188	77 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000189	78 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000190	79 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000191	80 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000192	81 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000193	82 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000194	83 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000195	84 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000196	85 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000197	86 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000198	87 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000199	88 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000200	89 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000201	90 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000202	91 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000203	92 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000204	93 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000205	94 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000206	95 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000207	96 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000208	97 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000209	98 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000210	99 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000211	100 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000212	101 min post first-cleavage Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000213	102 min post first-cleavage Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000214	103 min post first-cleavage Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000215	104 min post first-cleavage Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000216	105 min post first-cleavage Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000217	106 min post first-cleavage Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000218	107 min post first-cleavage Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000219	108 min post first-cleavage Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000220	109 min post first-cleavage Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000221	110 min post first-cleavage Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000222	111 min post first-cleavage Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000223	112 min post first-cleavage Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000224	113 min post first-cleavage Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000225	114 min post first-cleavage Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000226	115 min post first-cleavage Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000227	116 min post first-cleavage Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000228	117 min post first-cleavage Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000229	118 min post first-cleavage Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
