Gene stable ID	Transcript stable ID	AFFY Mu11KsubB probe
ENSMUSG00000014030	ENSMUST00000194075	Msa.484.0_at
ENSMUSG00000014030	ENSMUST00000172949	Msa.484.0_at
ENSMUSG00000114432	ENSMUST00000225802	X15592_s_at
ENSMUSG00000114432	ENSMUST00000225859	X15592_s_at
ENSMUSG00000114432	ENSMUST00000225167	X15592_s_at
ENSMUSG00000050711	ENSMUST00000185234	X68837_s_at
ENSMUSG00000050711	ENSMUST00000049972	X68837_s_at
ENSMUSG00000042210	ENSMUST00000171678	w54155_s_at
ENSMUSG00000042210	ENSMUST00000171925	w54155_s_at
ENSMUSG00000042210	ENSMUST00000185334	w54155_s_at
ENSMUSG00000042210	ENSMUST00000187983	w54155_s_at
ENSMUSG00000042210	ENSMUST00000190798	w54155_s_at
ENSMUSG00000042210	ENSMUST00000187001	w54155_s_at
ENSMUSG00000042210	ENSMUST00000048685	w54155_s_at
ENSMUSG00000047714	ENSMUST00000060188	Msa.21704.0_s_at
ENSMUSG00000047714	ENSMUST00000060188	Msa.7236.0_f_at
ENSMUSG00000047714	ENSMUST00000115233	Msa.7236.0_f_at
ENSMUSG00000024589	ENSMUST00000235343	Msa.13432.0_s_at
ENSMUSG00000024589	ENSMUST00000235343	Msa.20085.0_s_at
ENSMUSG00000024589	ENSMUST00000236209	Msa.13432.0_s_at
ENSMUSG00000024589	ENSMUST00000236209	Msa.20085.0_s_at
ENSMUSG00000024589	ENSMUST00000236736	Msa.13432.0_s_at
ENSMUSG00000024589	ENSMUST00000236736	Msa.20085.0_s_at
ENSMUSG00000024589	ENSMUST00000235743	Msa.13432.0_s_at
ENSMUSG00000024589	ENSMUST00000235743	Msa.20085.0_s_at
ENSMUSG00000024589	ENSMUST00000163516	Msa.13432.0_s_at
ENSMUSG00000024589	ENSMUST00000163516	Msa.20085.0_s_at
ENSMUSG00000024589	ENSMUST00000237384	Msa.13432.0_s_at
ENSMUSG00000024589	ENSMUST00000237384	Msa.20085.0_s_at
ENSMUSG00000024589	ENSMUST00000236898	Msa.13432.0_s_at
ENSMUSG00000024589	ENSMUST00000236898	Msa.20085.0_s_at
ENSMUSG00000024589	ENSMUST00000237410	Msa.13432.0_s_at
ENSMUSG00000024589	ENSMUST00000237410	Msa.20085.0_s_at
ENSMUSG00000024589	ENSMUST00000080418	Msa.13432.0_s_at
ENSMUSG00000024589	ENSMUST00000080418	Msa.20085.0_s_at
ENSMUSG00000024589	ENSMUST00000237854	Msa.13432.0_s_at
ENSMUSG00000024589	ENSMUST00000237854	Msa.20085.0_s_at
ENSMUSG00000024589	ENSMUST00000224890	Msa.13432.0_s_at
ENSMUSG00000024589	ENSMUST00000226058	Msa.13432.0_s_at
ENSMUSG00000024589	ENSMUST00000226058	Msa.20085.0_s_at
ENSMUSG00000024589	ENSMUST00000236103	Msa.13432.0_s_at
ENSMUSG00000024589	ENSMUST00000236103	Msa.20085.0_s_at
ENSMUSG00000024589	ENSMUST00000224347	Msa.13432.0_s_at
ENSMUSG00000024589	ENSMUST00000224347	Msa.20085.0_s_at
ENSMUSG00000024589	ENSMUST00000224663	Msa.13432.0_s_at
ENSMUSG00000024589	ENSMUST00000224663	Msa.20085.0_s_at
ENSMUSG00000024589	ENSMUST00000235577	Msa.13432.0_s_at
ENSMUSG00000024589	ENSMUST00000237644	Msa.20085.0_s_at
ENSMUSG00000024589	ENSMUST00000236916	Msa.20085.0_s_at
ENSMUSG00000004231	ENSMUST00000174490	Msa.3023.0_at
ENSMUSG00000004231	ENSMUST00000174490	Msa.3023.0_g_at
ENSMUSG00000004231	ENSMUST00000173346	Msa.3023.0_g_at
ENSMUSG00000004231	ENSMUST00000004340	Msa.3023.0_at
ENSMUSG00000004231	ENSMUST00000004340	Msa.3023.0_g_at
ENSMUSG00000058463	ENSMUST00000072732	Z50159_f_at
ENSMUSG00000030272	ENSMUST00000032409	Msa.8263.0_s_at
ENSMUSG00000049382	ENSMUST00000023952	Msa.11.0_s_at
ENSMUSG00000074268	ENSMUST00000098673	v00719_s_at
ENSMUSG00000074268	ENSMUST00000098673	v00718_s_at
ENSMUSG00000020515	ENSMUST00000020822	w57254_s_at
ENSMUSG00000020515	ENSMUST00000108843	w57254_s_at
ENSMUSG00000020515	ENSMUST00000133923	w57254_s_at
ENSMUSG00000026475	ENSMUST00000027748	Msa.3279.0_s_at
ENSMUSG00000101236	ENSMUST00000189273	Msa.2344.0_f_at
ENSMUSG00000101236	ENSMUST00000189273	X12944_f_at
ENSMUSG00000021009	ENSMUST00000170188	Msa.6892.0_s_at
ENSMUSG00000021009	ENSMUST00000223321	Msa.6892.0_s_at
ENSMUSG00000021009	ENSMUST00000085116	Msa.6892.0_s_at
ENSMUSG00000021009	ENSMUST00000221148	Msa.6892.0_s_at
ENSMUSG00000021009	ENSMUST00000221535	Msa.6892.0_s_at
ENSMUSG00000058655	ENSMUST00000169681	Msa.16701.0_s_at
ENSMUSG00000058655	ENSMUST00000169681	Msa.9183.0_s_at
ENSMUSG00000058655	ENSMUST00000169681	Msa.4193.0_s_at
ENSMUSG00000058655	ENSMUST00000229400	Msa.4193.0_s_at
ENSMUSG00000042644	ENSMUST00000049308	Msa.6111.0_s_at
ENSMUSG00000042644	ENSMUST00000049308	Msa.23317.0_s_at
ENSMUSG00000028089	ENSMUST00000029730	Msa.22690.0_s_at
ENSMUSG00000028089	ENSMUST00000197304	Msa.22690.0_s_at
ENSMUSG00000020986	ENSMUST00000021375	Msa.15818.0_s_at
ENSMUSG00000020986	ENSMUST00000021375	Msa.27.0_at
ENSMUSG00000020986	ENSMUST00000165134	Msa.15818.0_s_at
ENSMUSG00000020986	ENSMUST00000165134	Msa.27.0_at
ENSMUSG00000020986	ENSMUST00000154399	Msa.15818.0_s_at
ENSMUSG00000020986	ENSMUST00000169976	Msa.27.0_at
ENSMUSG00000054932	ENSMUST00000042755	Msa.412.0_f_at
ENSMUSG00000054932	ENSMUST00000042755	v00743_f_at
ENSMUSG00000034634	ENSMUST00000040404	x63782_at
ENSMUSG00000096770	ENSMUST00000179568	v00719_s_at
ENSMUSG00000096770	ENSMUST00000179568	v00718_s_at
ENSMUSG00000057110	ENSMUST00000156933	Msa.2368.0_at
ENSMUSG00000057110	ENSMUST00000113032	Msa.2368.0_at
ENSMUSG00000057110	ENSMUST00000113034	Msa.2368.0_at
ENSMUSG00000057110	ENSMUST00000113037	Msa.2368.0_at
ENSMUSG00000057110	ENSMUST00000028237	Msa.2368.0_at
ENSMUSG00000093931	ENSMUST00000179314	v00719_s_at
ENSMUSG00000093931	ENSMUST00000179314	v00718_s_at
ENSMUSG00000026976	ENSMUST00000028355	x99592_s_at
ENSMUSG00000026976	ENSMUST00000149860	x99592_s_at
ENSMUSG00000026976	ENSMUST00000149294	x99592_s_at
ENSMUSG00000021492	ENSMUST00000021948	Msa.5821.0_s_at
ENSMUSG00000094424	ENSMUST00000178020	Msa.2541.0_at
ENSMUSG00000027820	ENSMUST00000194150	Msa.516.0_s_at
ENSMUSG00000027820	ENSMUST00000194134	Msa.516.0_s_at
ENSMUSG00000027820	ENSMUST00000029400	Msa.516.0_s_at
ENSMUSG00000095293	ENSMUST00000079797	Msa.2541.0_at
ENSMUSG00000095293	ENSMUST00000178152	Msa.2541.0_at
ENSMUSG00000096569	ENSMUST00000098667	v00719_s_at
ENSMUSG00000096569	ENSMUST00000098667	v00718_s_at
ENSMUSG00000075370	ENSMUST00000100136	Msa.2379.0_at
ENSMUSG00000075370	ENSMUST00000231439	Msa.2379.0_at
ENSMUSG00000020745	ENSMUST00000126341	u95116_at
ENSMUSG00000020745	ENSMUST00000126341	Msa.908.0_s_at
ENSMUSG00000020745	ENSMUST00000126341	u95116_g_at
ENSMUSG00000020745	ENSMUST00000021091	u95116_at
ENSMUSG00000020745	ENSMUST00000021091	Msa.908.0_s_at
ENSMUSG00000020745	ENSMUST00000021091	u95116_g_at
ENSMUSG00000020745	ENSMUST00000102520	u95116_at
ENSMUSG00000020745	ENSMUST00000102520	Msa.908.0_s_at
ENSMUSG00000020745	ENSMUST00000102520	u95116_g_at
ENSMUSG00000020745	ENSMUST00000156794	u95116_at
ENSMUSG00000020745	ENSMUST00000156794	Msa.908.0_s_at
ENSMUSG00000020745	ENSMUST00000156794	u95116_g_at
ENSMUSG00000095494	ENSMUST00000178680	Msa.2541.0_at
ENSMUSG00000021789	ENSMUST00000022314	Msa.22840.0_s_at
ENSMUSG00000021789	ENSMUST00000170719	Msa.22840.0_s_at
ENSMUSG00000002413	ENSMUST00000002487	Msa.483.0_at
ENSMUSG00000002413	ENSMUST00000101497	Msa.483.0_at
ENSMUSG00000023289	ENSMUST00000117406	Msa.186.0_i_at
ENSMUSG00000023289	ENSMUST00000024059	Msa.186.0_i_at
ENSMUSG00000033540	ENSMUST00000071650	Msa.1396.0_s_at
ENSMUSG00000033540	ENSMUST00000140620	Msa.1396.0_s_at
ENSMUSG00000033540	ENSMUST00000119212	Msa.1396.0_s_at
ENSMUSG00000033540	ENSMUST00000139734	Msa.1396.0_s_at
ENSMUSG00000033540	ENSMUST00000133482	Msa.1396.0_s_at
ENSMUSG00000033540	ENSMUST00000112563	Msa.1396.0_s_at
ENSMUSG00000031848	ENSMUST00000034311	Msa.8954.0_f_at
ENSMUSG00000031848	ENSMUST00000034311	Msa.3346.0_s_at
ENSMUSG00000031848	ENSMUST00000146972	Msa.8954.0_f_at
ENSMUSG00000031848	ENSMUST00000146972	Msa.3346.0_s_at
ENSMUSG00000031848	ENSMUST00000210071	Msa.8954.0_f_at
ENSMUSG00000031848	ENSMUST00000210071	Msa.3346.0_s_at
ENSMUSG00000031848	ENSMUST00000210987	Msa.8954.0_f_at
ENSMUSG00000031848	ENSMUST00000210987	Msa.3346.0_s_at
ENSMUSG00000031848	ENSMUST00000153689	Msa.8954.0_f_at
ENSMUSG00000031848	ENSMUST00000153689	Msa.3346.0_s_at
ENSMUSG00000084133	ENSMUST00000119471	X58708_g_at
ENSMUSG00000024661	ENSMUST00000235196	Msa.643.0_f_at
ENSMUSG00000024661	ENSMUST00000235747	Msa.643.0_f_at
ENSMUSG00000024661	ENSMUST00000025563	Msa.643.0_f_at
ENSMUSG00000024661	ENSMUST00000235407	Msa.643.0_f_at
ENSMUSG00000024661	ENSMUST00000237316	Msa.643.0_f_at
ENSMUSG00000024661	ENSMUST00000237465	Msa.643.0_f_at
ENSMUSG00000024661	ENSMUST00000235129	Msa.643.0_f_at
ENSMUSG00000038644	ENSMUST00000049343	Z21848_s_at
ENSMUSG00000038644	ENSMUST00000154783	Z21848_s_at
ENSMUSG00000038644	ENSMUST00000138746	Z21848_s_at
ENSMUSG00000038644	ENSMUST00000136225	Z21848_s_at
ENSMUSG00000038644	ENSMUST00000151793	Z21848_s_at
ENSMUSG00000038644	ENSMUST00000147503	Z21848_s_at
ENSMUSG00000038644	ENSMUST00000141742	Z21848_s_at
ENSMUSG00000045545	ENSMUST00000137265	Msa.884.0_f_at
ENSMUSG00000045545	ENSMUST00000007272	Msa.884.0_f_at
ENSMUSG00000021196	ENSMUST00000138703	Msa.28601.0_s_at
ENSMUSG00000021196	ENSMUST00000021614	Msa.28601.0_s_at
ENSMUSG00000021196	ENSMUST00000151894	Msa.28601.0_s_at
ENSMUSG00000021196	ENSMUST00000144053	Msa.28601.0_s_at
ENSMUSG00000016477	ENSMUST00000221536	Msa.34269.0_s_at
ENSMUSG00000016477	ENSMUST00000222730	Msa.34269.0_s_at
ENSMUSG00000016477	ENSMUST00000102948	Msa.34269.0_s_at
ENSMUSG00000016477	ENSMUST00000146092	Msa.34269.0_s_at
ENSMUSG00000048482	ENSMUST00000053317	X55573_s_at
ENSMUSG00000048482	ENSMUST00000111051	X55573_s_at
ENSMUSG00000048482	ENSMUST00000111047	X55573_s_at
ENSMUSG00000048482	ENSMUST00000111049	X55573_s_at
ENSMUSG00000048482	ENSMUST00000111046	X55573_s_at
ENSMUSG00000048482	ENSMUST00000111050	X55573_s_at
ENSMUSG00000048482	ENSMUST00000176893	X55573_s_at
ENSMUSG00000048482	ENSMUST00000111045	X55573_s_at
ENSMUSG00000048482	ENSMUST00000111043	X55573_s_at
ENSMUSG00000048482	ENSMUST00000111044	X55573_s_at
ENSMUSG00000048482	ENSMUST00000111042	X55573_s_at
ENSMUSG00000012282	ENSMUST00000012426	Z68889_s_at
ENSMUSG00000022779	ENSMUST00000232080	Msa.13161.0_s_at
ENSMUSG00000022779	ENSMUST00000232581	Msa.24673.0_s_at
ENSMUSG00000022779	ENSMUST00000023465	Msa.24673.0_s_at
ENSMUSG00000022779	ENSMUST00000232531	Msa.13161.0_s_at
ENSMUSG00000022779	ENSMUST00000231278	Msa.24673.0_s_at
ENSMUSG00000022779	ENSMUST00000232117	Msa.24673.0_s_at
ENSMUSG00000022779	ENSMUST00000232523	Msa.24673.0_s_at
ENSMUSG00000022779	ENSMUST00000232656	Msa.24673.0_s_at
ENSMUSG00000022779	ENSMUST00000232656	Msa.13161.0_s_at
ENSMUSG00000022779	ENSMUST00000231834	Msa.24673.0_s_at
ENSMUSG00000022779	ENSMUST00000231834	Msa.13161.0_s_at
ENSMUSG00000022779	ENSMUST00000232153	Msa.24673.0_s_at
ENSMUSG00000046959	ENSMUST00000051757	Msa.32018.0_s_at
ENSMUSG00000046959	ENSMUST00000119270	Msa.32018.0_s_at
ENSMUSG00000046959	ENSMUST00000136227	Msa.32018.0_s_at
ENSMUSG00000046959	ENSMUST00000163328	Msa.32018.0_s_at
ENSMUSG00000031865	ENSMUST00000077407	Msa.19580.0_s_at
ENSMUSG00000031865	ENSMUST00000077407	Msa.5854.0_s_at
ENSMUSG00000031865	ENSMUST00000077407	Msa.12975.0_s_at
ENSMUSG00000031865	ENSMUST00000113913	Msa.19580.0_s_at
ENSMUSG00000031865	ENSMUST00000113913	Msa.5854.0_s_at
ENSMUSG00000031865	ENSMUST00000113913	Msa.12975.0_s_at
ENSMUSG00000031865	ENSMUST00000113919	Msa.19580.0_s_at
ENSMUSG00000031865	ENSMUST00000113919	Msa.5854.0_s_at
ENSMUSG00000031865	ENSMUST00000113919	Msa.12975.0_s_at
ENSMUSG00000031865	ENSMUST00000113918	Msa.19580.0_s_at
ENSMUSG00000031865	ENSMUST00000113918	Msa.5854.0_s_at
ENSMUSG00000031865	ENSMUST00000113918	Msa.12975.0_s_at
ENSMUSG00000031865	ENSMUST00000113907	Msa.19580.0_s_at
ENSMUSG00000031865	ENSMUST00000113907	Msa.5854.0_s_at
ENSMUSG00000031865	ENSMUST00000113907	Msa.12975.0_s_at
ENSMUSG00000031865	ENSMUST00000127824	Msa.5854.0_s_at
ENSMUSG00000031865	ENSMUST00000154420	Msa.5854.0_s_at
ENSMUSG00000031865	ENSMUST00000130917	Msa.5854.0_s_at
ENSMUSG00000045827	ENSMUST00000063191	U96700_s_at
ENSMUSG00000045827	ENSMUST00000006391	U96700_s_at
ENSMUSG00000028811	ENSMUST00000106054	Msa.16669.0_s_at
ENSMUSG00000028811	ENSMUST00000106054	Msa.18695.0_s_at
ENSMUSG00000028811	ENSMUST00000128287	Msa.16669.0_s_at
ENSMUSG00000028811	ENSMUST00000133992	Msa.16669.0_s_at
ENSMUSG00000028811	ENSMUST00000140708	Msa.16669.0_s_at
ENSMUSG00000028811	ENSMUST00000137591	Msa.18695.0_s_at
ENSMUSG00000047371	ENSMUST00000060783	Msa.18449.0_s_at
ENSMUSG00000047371	ENSMUST00000205266	Msa.18449.0_s_at
ENSMUSG00000036144	ENSMUST00000041183	Z16406_s_at
ENSMUSG00000001948	ENSMUST00000002013	Msa.2695.0_s_at
ENSMUSG00000001948	ENSMUST00000214786	Msa.2695.0_s_at
ENSMUSG00000001948	ENSMUST00000215336	Msa.2695.0_s_at
ENSMUSG00000071076	ENSMUST00000095267	Msa.7608.0_s_at
ENSMUSG00000071076	ENSMUST00000095267	x15358_f_at
ENSMUSG00000071076	ENSMUST00000095267	Msa.869.0_f_at
ENSMUSG00000028696	ENSMUST00000030461	X58523_s_at
ENSMUSG00000028696	ENSMUST00000106479	X58523_s_at
ENSMUSG00000030161	ENSMUST00000032264	Z31137_s_at
ENSMUSG00000030161	ENSMUST00000204487	Z31137_s_at
ENSMUSG00000030161	ENSMUST00000204956	Z31137_s_at
ENSMUSG00000030161	ENSMUST00000204639	Z31137_s_at
ENSMUSG00000024066	ENSMUST00000233392	x75129_s_at
ENSMUSG00000024066	ENSMUST00000024866	x75129_s_at
ENSMUSG00000024066	ENSMUST00000233162	x75129_s_at
ENSMUSG00000024066	ENSMUST00000233621	x75129_s_at
ENSMUSG00000024066	ENSMUST00000232717	x75129_s_at
ENSMUSG00000024066	ENSMUST00000233807	x75129_s_at
ENSMUSG00000039278	ENSMUST00000041096	W66762_at
ENSMUSG00000005087	ENSMUST00000005218	x66081_s_at
ENSMUSG00000005087	ENSMUST00000060516	x66081_s_at
ENSMUSG00000005087	ENSMUST00000099673	x66081_s_at
ENSMUSG00000005087	ENSMUST00000111190	x66081_s_at
ENSMUSG00000005087	ENSMUST00000111191	x66081_s_at
ENSMUSG00000005087	ENSMUST00000111198	x66081_s_at
ENSMUSG00000005087	ENSMUST00000111192	x66081_s_at
ENSMUSG00000005087	ENSMUST00000111194	x66081_s_at
ENSMUSG00000037003	ENSMUST00000228958	w10598_s_at
ENSMUSG00000037003	ENSMUST00000169627	w10598_s_at
ENSMUSG00000037003	ENSMUST00000230474	w10598_s_at
ENSMUSG00000037003	ENSMUST00000229097	w10598_s_at
ENSMUSG00000037003	ENSMUST00000229800	w10598_s_at
ENSMUSG00000037003	ENSMUST00000046144	w10598_s_at
ENSMUSG00000038387	ENSMUST00000044111	Msa.1129.0_s_at
ENSMUSG00000038387	ENSMUST00000210397	Msa.1129.0_s_at
ENSMUSG00000038387	ENSMUST00000210895	Msa.1129.0_s_at
ENSMUSG00000095689	ENSMUST00000181360	Msa.2479.0_s_at
ENSMUSG00000095689	ENSMUST00000183652	Msa.2479.0_s_at
ENSMUSG00000094624	ENSMUST00000179874	Msa.2541.0_at
ENSMUSG00000006134	ENSMUST00000006293	Msa.2646.0_s_at
ENSMUSG00000006134	ENSMUST00000231228	Msa.2646.0_s_at
ENSMUSG00000028776	ENSMUST00000030560	Msa.7029.0_s_at
ENSMUSG00000028776	ENSMUST00000105999	Msa.7029.0_s_at
ENSMUSG00000028776	ENSMUST00000175992	Msa.7029.0_s_at
ENSMUSG00000028776	ENSMUST00000105998	Msa.7029.0_s_at
ENSMUSG00000028776	ENSMUST00000145774	Msa.7029.0_s_at
ENSMUSG00000095356	ENSMUST00000178589	Msa.2541.0_at
ENSMUSG00000029050	ENSMUST00000129314	Msa.29352.0_s_at
ENSMUSG00000029050	ENSMUST00000129314	w53565_g_at
ENSMUSG00000029050	ENSMUST00000129314	w53565_at
ENSMUSG00000029050	ENSMUST00000084103	Msa.29352.0_s_at
ENSMUSG00000029050	ENSMUST00000084103	w53565_g_at
ENSMUSG00000029050	ENSMUST00000084103	w53565_at
ENSMUSG00000029050	ENSMUST00000030917	Msa.29352.0_s_at
ENSMUSG00000029050	ENSMUST00000030917	w53565_g_at
ENSMUSG00000029050	ENSMUST00000030917	w53565_at
ENSMUSG00000085543	ENSMUST00000156099	W74847_s_at
ENSMUSG00000085543	ENSMUST00000156099	Msa.8394.0_f_at
ENSMUSG00000026923	ENSMUST00000028288	Z11886_s_at
ENSMUSG00000023019	ENSMUST00000023760	Msa.717.0_s_at
ENSMUSG00000102140	ENSMUST00000194323	Msa.21294.0_at
ENSMUSG00000067161	ENSMUST00000086918	Msa.272.0_f_at
ENSMUSG00000017499	ENSMUST00000092706	Msa.33141.0_s_at
ENSMUSG00000017499	ENSMUST00000133779	Msa.33141.0_s_at
ENSMUSG00000017499	ENSMUST00000093937	Msa.33141.0_s_at
ENSMUSG00000015957	ENSMUST00000163913	X70800_s_at
ENSMUSG00000015957	ENSMUST00000067495	X70800_s_at
ENSMUSG00000015957	ENSMUST00000167303	X70800_s_at
ENSMUSG00000015957	ENSMUST00000165240	X70800_s_at
ENSMUSG00000095854	ENSMUST00000181038	Msa.38496.0_s_at
ENSMUSG00000095854	ENSMUST00000187138	Msa.38496.0_s_at
ENSMUSG00000050553	ENSMUST00000059657	Msa.25969.0_s_at
ENSMUSG00000050553	ENSMUST00000059657	Msa.26557.0_s_at
ENSMUSG00000050553	ENSMUST00000059657	Msa.32592.0_f_at
ENSMUSG00000000290	ENSMUST00000000299	x14951_s_at
ENSMUSG00000000290	ENSMUST00000156644	x14951_s_at
ENSMUSG00000000290	ENSMUST00000153541	x14951_s_at
ENSMUSG00000059305	ENSMUST00000075017	x05556_s_at
ENSMUSG00000059305	ENSMUST00000231704	x05556_s_at
ENSMUSG00000059305	ENSMUST00000232670	x05556_s_at
ENSMUSG00000059305	ENSMUST00000231345	x05556_s_at
ENSMUSG00000004895	ENSMUST00000005015	W66780_at
ENSMUSG00000073400	ENSMUST00000060524	Msa.18017.0_s_at
ENSMUSG00000073400	ENSMUST00000060524	Msa.15474.0_s_at
ENSMUSG00000000168	ENSMUST00000034567	Msa.8069.0_s_at
ENSMUSG00000000168	ENSMUST00000155417	Msa.17717.0_s_at
ENSMUSG00000000168	ENSMUST00000125919	Msa.8069.0_s_at
ENSMUSG00000000168	ENSMUST00000126933	Msa.8069.0_s_at
ENSMUSG00000096457	ENSMUST00000075388	Msa.2541.0_at
ENSMUSG00000096457	ENSMUST00000178966	Msa.2541.0_at
ENSMUSG00000009555	ENSMUST00000125058	Msa.10863.0_s_at
ENSMUSG00000009555	ENSMUST00000144210	Msa.10863.0_s_at
ENSMUSG00000009555	ENSMUST00000128265	Msa.10863.0_s_at
ENSMUSG00000009555	ENSMUST00000154131	Msa.10863.0_s_at
ENSMUSG00000012483	ENSMUST00000012627	Msa.14164.0_f_at
ENSMUSG00000012483	ENSMUST00000159594	Msa.14164.0_f_at
ENSMUSG00000058239	ENSMUST00000058860	Msa.330.0_f_at
ENSMUSG00000058239	ENSMUST00000167285	Msa.330.0_f_at
ENSMUSG00000058239	ENSMUST00000171338	Msa.330.0_f_at
ENSMUSG00000058239	ENSMUST00000162228	Msa.330.0_f_at
ENSMUSG00000058239	ENSMUST00000170699	Msa.330.0_f_at
ENSMUSG00000058239	ENSMUST00000172417	Msa.330.0_f_at
ENSMUSG00000058239	ENSMUST00000108119	Msa.330.0_f_at
ENSMUSG00000058239	ENSMUST00000169496	Msa.330.0_f_at
ENSMUSG00000015749	ENSMUST00000165307	Msa.23918.0_s_at
ENSMUSG00000015749	ENSMUST00000165307	Msa.16751.0_s_at
ENSMUSG00000015749	ENSMUST00000015893	Msa.23918.0_s_at
ENSMUSG00000015749	ENSMUST00000015893	Msa.16751.0_s_at
ENSMUSG00000015749	ENSMUST00000169426	Msa.16751.0_s_at
ENSMUSG00000015749	ENSMUST00000171368	Msa.23918.0_s_at
ENSMUSG00000015749	ENSMUST00000171368	Msa.16751.0_s_at
ENSMUSG00000015749	ENSMUST00000168106	Msa.23918.0_s_at
ENSMUSG00000015749	ENSMUST00000168106	Msa.16751.0_s_at
ENSMUSG00000015749	ENSMUST00000171035	Msa.23918.0_s_at
ENSMUSG00000015749	ENSMUST00000167876	Msa.23918.0_s_at
ENSMUSG00000027544	ENSMUST00000074618	Msa.3285.0_s_at
ENSMUSG00000027544	ENSMUST00000109184	Msa.3285.0_s_at
ENSMUSG00000027544	ENSMUST00000151292	Msa.3285.0_s_at
ENSMUSG00000086714	ENSMUST00000133463	W74847_s_at
ENSMUSG00000086714	ENSMUST00000133463	Msa.18042.0_s_at
ENSMUSG00000086714	ENSMUST00000133463	Msa.8394.0_f_at
ENSMUSG00000086714	ENSMUST00000151521	W74847_s_at
ENSMUSG00000086714	ENSMUST00000151521	Msa.8394.0_f_at
ENSMUSG00000086714	ENSMUST00000139144	W74847_s_at
ENSMUSG00000086714	ENSMUST00000139144	Msa.18042.0_s_at
ENSMUSG00000086714	ENSMUST00000139144	Msa.8394.0_f_at
ENSMUSG00000036636	ENSMUST00000162862	w99907_s_at
ENSMUSG00000036636	ENSMUST00000040729	w99907_s_at
ENSMUSG00000036636	ENSMUST00000233633	w99907_s_at
ENSMUSG00000036636	ENSMUST00000160961	w99907_s_at
ENSMUSG00000073878	ENSMUST00000098123	Msa.3605.0_s_at
ENSMUSG00000001525	ENSMUST00000001566	Msa.4014.0_f_at
ENSMUSG00000001525	ENSMUST00000001566	x04663_f_at
ENSMUSG00000001525	ENSMUST00000001566	Msa.1263.0_f_at
ENSMUSG00000001525	ENSMUST00000173253	Msa.4014.0_f_at
ENSMUSG00000001525	ENSMUST00000173253	x04663_f_at
ENSMUSG00000001525	ENSMUST00000173253	Msa.1263.0_f_at
ENSMUSG00000001525	ENSMUST00000134978	Msa.4014.0_f_at
ENSMUSG00000001525	ENSMUST00000134978	x04663_f_at
ENSMUSG00000001525	ENSMUST00000134978	Msa.1263.0_f_at
ENSMUSG00000001525	ENSMUST00000156050	Msa.4014.0_f_at
ENSMUSG00000001525	ENSMUST00000156050	x04663_f_at
ENSMUSG00000001525	ENSMUST00000156050	Msa.1263.0_f_at
ENSMUSG00000033953	ENSMUST00000102880	Msa.18496.0_s_at
ENSMUSG00000074264	ENSMUST00000067980	v00719_s_at
ENSMUSG00000074264	ENSMUST00000106540	v00719_s_at
ENSMUSG00000074264	ENSMUST00000172885	v00719_s_at
ENSMUSG00000074264	ENSMUST00000142505	Msa.425.0_f_at
ENSMUSG00000074264	ENSMUST00000142505	Msa.425.0_i_at
ENSMUSG00000078970	ENSMUST00000151431	Msa.18496.0_s_at
ENSMUSG00000050440	ENSMUST00000062620	w12913_s_at
ENSMUSG00000108352	ENSMUST00000206657	Msa.330.0_f_at
ENSMUSG00000025872	ENSMUST00000026990	Msa.19436.0_s_at
ENSMUSG00000025872	ENSMUST00000026990	Msa.13314.0_s_at
ENSMUSG00000025872	ENSMUST00000151158	Msa.19436.0_s_at
ENSMUSG00000025872	ENSMUST00000151158	Msa.13314.0_s_at
ENSMUSG00000025872	ENSMUST00000135404	Msa.19436.0_s_at
ENSMUSG00000045515	ENSMUST00000239323	Msa.1093.0_at
ENSMUSG00000045515	ENSMUST00000054883	Msa.1093.0_at
ENSMUSG00000056629	ENSMUST00000238181	Msa.2889.0_s_at
ENSMUSG00000029146	ENSMUST00000031029	w75543_s_at
ENSMUSG00000029146	ENSMUST00000200730	w75543_s_at
ENSMUSG00000029146	ENSMUST00000201535	w75543_s_at
ENSMUSG00000029146	ENSMUST00000202323	w75543_s_at
ENSMUSG00000029146	ENSMUST00000202124	w75543_s_at
ENSMUSG00000029146	ENSMUST00000202032	w75543_s_at
ENSMUSG00000029146	ENSMUST00000202318	w75543_s_at
ENSMUSG00000029146	ENSMUST00000201835	w75543_s_at
ENSMUSG00000029146	ENSMUST00000201343	w75543_s_at
ENSMUSG00000027855	ENSMUST00000029448	Msa.1461.0_at
ENSMUSG00000027855	ENSMUST00000198651	Msa.1461.0_at
ENSMUSG00000027855	ENSMUST00000196988	Msa.1461.0_at
ENSMUSG00000020656	ENSMUST00000085553	Msa.3404.0_s_at
ENSMUSG00000020656	ENSMUST00000223442	Msa.3404.0_s_at
ENSMUSG00000020656	ENSMUST00000020985	Msa.3404.0_s_at
ENSMUSG00000104714	ENSMUST00000196107	Msa.2479.0_s_at
ENSMUSG00000031633	ENSMUST00000034049	Msa.2642.0_f_at
ENSMUSG00000031633	ENSMUST00000155986	Msa.2642.0_f_at
ENSMUSG00000100615	ENSMUST00000189380	Msa.10932.0_s_at
ENSMUSG00000020635	ENSMUST00000020964	Msa.15705.0_f_at
ENSMUSG00000020635	ENSMUST00000219880	Msa.15705.0_f_at
ENSMUSG00000031489	ENSMUST00000081438	Msa.2167.0_i_at
