Gene stable ID	Transcript stable ID	AFFY MG U74Av2 probe
ENSMUSG00000059208	ENSMUST00000234893	96266_at
ENSMUSG00000059208	ENSMUST00000139302	96266_at
ENSMUSG00000059208	ENSMUST00000130946	96266_at
ENSMUSG00000059208	ENSMUST00000087582	96266_at
ENSMUSG00000059208	ENSMUST00000234099	96266_at
ENSMUSG00000082032	ENSMUST00000121719	100380_at
ENSMUSG00000030612	ENSMUST00000032841	104567_at
ENSMUSG00000030612	ENSMUST00000133949	104567_at
ENSMUSG00000052727	ENSMUST00000064762	99928_at
ENSMUSG00000114487	ENSMUST00000225382	96912_s_at
ENSMUSG00000034987	ENSMUST00000038101	99815_at
ENSMUSG00000034987	ENSMUST00000209846	99815_at
ENSMUSG00000034987	ENSMUST00000211742	99815_at
ENSMUSG00000030611	ENSMUST00000032840	97884_at
ENSMUSG00000030611	ENSMUST00000123706	97884_at
ENSMUSG00000030611	ENSMUST00000133553	97884_at
ENSMUSG00000030611	ENSMUST00000136001	97884_at
ENSMUSG00000091269	ENSMUST00000169666	101543_f_at
ENSMUSG00000091269	ENSMUST00000169666	98759_f_at
ENSMUSG00000081223	ENSMUST00000117585	101057_at
ENSMUSG00000015804	ENSMUST00000156481	95044_at
ENSMUSG00000015804	ENSMUST00000119579	95044_at
ENSMUSG00000015804	ENSMUST00000118833	95044_at
ENSMUSG00000015804	ENSMUST00000015948	95044_at
ENSMUSG00000015804	ENSMUST00000139586	95044_at
ENSMUSG00000044258	ENSMUST00000021880	96912_s_at
ENSMUSG00000044258	ENSMUST00000225385	96912_s_at
ENSMUSG00000044258	ENSMUST00000223750	96912_s_at
ENSMUSG00000044258	ENSMUST00000225762	96912_s_at
ENSMUSG00000044258	ENSMUST00000225498	96912_s_at
ENSMUSG00000044258	ENSMUST00000226023	96912_s_at
ENSMUSG00000044258	ENSMUST00000224054	96912_s_at
ENSMUSG00000044258	ENSMUST00000225856	96912_s_at
ENSMUSG00000044258	ENSMUST00000225966	96912_s_at
ENSMUSG00000022969	ENSMUST00000156133	99491_at
ENSMUSG00000022969	ENSMUST00000023691	99491_at
ENSMUSG00000056917	ENSMUST00000164304	97963_at
ENSMUSG00000056917	ENSMUST00000236006	97963_at
ENSMUSG00000056917	ENSMUST00000080824	97963_at
ENSMUSG00000056917	ENSMUST00000071857	97963_at
ENSMUSG00000056917	ENSMUST00000236464	97963_at
ENSMUSG00000056917	ENSMUST00000237874	97963_at
ENSMUSG00000056917	ENSMUST00000236332	97963_at
ENSMUSG00000056917	ENSMUST00000238092	97963_at
ENSMUSG00000056917	ENSMUST00000169854	97963_at
ENSMUSG00000058620	ENSMUST00000104934	99802_at
ENSMUSG00000058620	ENSMUST00000071902	99802_at
ENSMUSG00000028222	ENSMUST00000029876	98133_at
ENSMUSG00000058546	ENSMUST00000127270	94823_at
ENSMUSG00000058546	ENSMUST00000102483	94823_at
ENSMUSG00000023367	ENSMUST00000101426	96605_at
ENSMUSG00000023367	ENSMUST00000204482	96605_at
ENSMUSG00000023367	ENSMUST00000203461	96605_at
ENSMUSG00000023367	ENSMUST00000168406	96605_at
ENSMUSG00000023367	ENSMUST00000203639	96605_at
ENSMUSG00000067370	ENSMUST00000087543	102267_at
ENSMUSG00000064120	ENSMUST00000174268	97175_at
ENSMUSG00000036587	ENSMUST00000114278	94138_s_at
ENSMUSG00000036587	ENSMUST00000134259	94138_s_at
ENSMUSG00000036587	ENSMUST00000142156	94138_s_at
ENSMUSG00000036587	ENSMUST00000100320	94138_s_at
ENSMUSG00000036587	ENSMUST00000041654	94138_s_at
ENSMUSG00000024498	ENSMUST00000237602	101008_at
ENSMUSG00000024498	ENSMUST00000025375	101008_at
ENSMUSG00000024498	ENSMUST00000173642	101008_at
ENSMUSG00000024498	ENSMUST00000237162	101008_at
ENSMUSG00000093701	ENSMUST00000161517	101015_s_at
ENSMUSG00000093701	ENSMUST00000160764	101015_s_at
ENSMUSG00000022971	ENSMUST00000023693	101015_s_at
ENSMUSG00000022971	ENSMUST00000023693	101014_at
ENSMUSG00000022971	ENSMUST00000134491	101015_s_at
ENSMUSG00000022971	ENSMUST00000117836	101015_s_at
ENSMUSG00000022971	ENSMUST00000089042	101015_s_at
ENSMUSG00000022971	ENSMUST00000089042	101014_at
ENSMUSG00000022971	ENSMUST00000139503	101015_s_at
ENSMUSG00000020089	ENSMUST00000020286	160314_at
ENSMUSG00000074874	ENSMUST00000225439	103518_at
ENSMUSG00000074874	ENSMUST00000225439	96912_s_at
ENSMUSG00000074874	ENSMUST00000225732	103518_at
ENSMUSG00000074874	ENSMUST00000225732	96912_s_at
ENSMUSG00000074874	ENSMUST00000021884	103518_at
ENSMUSG00000074874	ENSMUST00000021884	96912_s_at
ENSMUSG00000074874	ENSMUST00000171347	103518_at
ENSMUSG00000074874	ENSMUST00000171347	96912_s_at
ENSMUSG00000028140	ENSMUST00000199009	102058_at
ENSMUSG00000028140	ENSMUST00000029786	102058_at
ENSMUSG00000021595	ENSMUST00000109699	94452_g_at
ENSMUSG00000021595	ENSMUST00000109699	94451_at
ENSMUSG00000021595	ENSMUST00000109699	94450_at
ENSMUSG00000021595	ENSMUST00000176485	94452_g_at
ENSMUSG00000021595	ENSMUST00000176485	94451_at
ENSMUSG00000021595	ENSMUST00000176485	94450_at
ENSMUSG00000021595	ENSMUST00000022087	94452_g_at
ENSMUSG00000021595	ENSMUST00000022087	94451_at
ENSMUSG00000021595	ENSMUST00000022087	94450_at
ENSMUSG00000021595	ENSMUST00000136891	94451_at
ENSMUSG00000040667	ENSMUST00000148168	98146_at
ENSMUSG00000040667	ENSMUST00000108531	98146_at
ENSMUSG00000040667	ENSMUST00000123192	98146_at
ENSMUSG00000040667	ENSMUST00000035283	98146_at
ENSMUSG00000040667	ENSMUST00000108530	98146_at
ENSMUSG00000040667	ENSMUST00000178253	98146_at
ENSMUSG00000040667	ENSMUST00000141179	98146_at
ENSMUSG00000040667	ENSMUST00000128193	98146_at
ENSMUSG00000040667	ENSMUST00000133188	98146_at
ENSMUSG00000040667	ENSMUST00000123917	98146_at
ENSMUSG00000040667	ENSMUST00000129615	98146_at
ENSMUSG00000014030	ENSMUST00000014174	102578_at
ENSMUSG00000014030	ENSMUST00000014174	95890_r_at
ENSMUSG00000014030	ENSMUST00000143235	102578_at
ENSMUSG00000014030	ENSMUST00000107825	102578_at
ENSMUSG00000014030	ENSMUST00000102932	102578_at
ENSMUSG00000014030	ENSMUST00000134968	102578_at
ENSMUSG00000014030	ENSMUST00000134968	96993_at
ENSMUSG00000014030	ENSMUST00000173821	96993_at
ENSMUSG00000014030	ENSMUST00000174319	96993_at
ENSMUSG00000014030	ENSMUST00000173733	102578_at
ENSMUSG00000014030	ENSMUST00000173733	96993_at
ENSMUSG00000014030	ENSMUST00000172866	102578_at
ENSMUSG00000014030	ENSMUST00000172866	96993_at
ENSMUSG00000014030	ENSMUST00000174242	102578_at
ENSMUSG00000014030	ENSMUST00000174242	96993_at
ENSMUSG00000014030	ENSMUST00000165417	102578_at
ENSMUSG00000014030	ENSMUST00000165417	96993_at
ENSMUSG00000014030	ENSMUST00000194075	102578_at
ENSMUSG00000014030	ENSMUST00000172949	102578_at
ENSMUSG00000114432	ENSMUST00000225802	103518_at
ENSMUSG00000114432	ENSMUST00000225802	96912_s_at
ENSMUSG00000114432	ENSMUST00000225859	103518_at
ENSMUSG00000114432	ENSMUST00000225859	96912_s_at
ENSMUSG00000114432	ENSMUST00000225167	103518_at
ENSMUSG00000114432	ENSMUST00000225167	96912_s_at
ENSMUSG00000050711	ENSMUST00000185234	92981_at
ENSMUSG00000050711	ENSMUST00000049972	92981_at
ENSMUSG00000070858	ENSMUST00000094869	100465_i_at
ENSMUSG00000070858	ENSMUST00000094869	100466_f_at
ENSMUSG00000070858	ENSMUST00000206020	100465_i_at
ENSMUSG00000070858	ENSMUST00000206020	100466_f_at
ENSMUSG00000070858	ENSMUST00000114383	100465_i_at
ENSMUSG00000070858	ENSMUST00000114383	100466_f_at
ENSMUSG00000070858	ENSMUST00000142510	100465_i_at
ENSMUSG00000070858	ENSMUST00000142510	100466_f_at
ENSMUSG00000070858	ENSMUST00000114382	100465_i_at
ENSMUSG00000070858	ENSMUST00000114382	100466_f_at
ENSMUSG00000042210	ENSMUST00000171678	104312_at
ENSMUSG00000042210	ENSMUST00000171925	104312_at
ENSMUSG00000042210	ENSMUST00000185334	104312_at
ENSMUSG00000042210	ENSMUST00000187983	104312_at
ENSMUSG00000042210	ENSMUST00000190798	104312_at
ENSMUSG00000042210	ENSMUST00000187001	104312_at
ENSMUSG00000042210	ENSMUST00000048685	104312_at
ENSMUSG00000047714	ENSMUST00000060188	95680_at
ENSMUSG00000047714	ENSMUST00000115233	95681_f_at
ENSMUSG00000028141	ENSMUST00000204913	160467_at
ENSMUSG00000028141	ENSMUST00000199678	160467_at
ENSMUSG00000028141	ENSMUST00000203883	160467_at
ENSMUSG00000028141	ENSMUST00000204548	160467_at
ENSMUSG00000028141	ENSMUST00000196799	160467_at
ENSMUSG00000028141	ENSMUST00000191506	160467_at
ENSMUSG00000037361	ENSMUST00000046207	95714_at
ENSMUSG00000037361	ENSMUST00000219128	95714_at
ENSMUSG00000036634	ENSMUST00000187137	102405_at
ENSMUSG00000036634	ENSMUST00000191081	102405_at
ENSMUSG00000036634	ENSMUST00000188569	102405_at
ENSMUSG00000036634	ENSMUST00000040548	102405_at
ENSMUSG00000114635	ENSMUST00000225690	96912_s_at
ENSMUSG00000024589	ENSMUST00000235343	103906_f_at
ENSMUSG00000024589	ENSMUST00000235343	103907_at
ENSMUSG00000024589	ENSMUST00000236209	103906_f_at
ENSMUSG00000024589	ENSMUST00000236209	103907_at
ENSMUSG00000024589	ENSMUST00000236736	103906_f_at
ENSMUSG00000024589	ENSMUST00000236736	103907_at
ENSMUSG00000024589	ENSMUST00000235743	103906_f_at
ENSMUSG00000024589	ENSMUST00000235743	103907_at
ENSMUSG00000024589	ENSMUST00000163516	103906_f_at
ENSMUSG00000024589	ENSMUST00000163516	103907_at
ENSMUSG00000024589	ENSMUST00000237384	103906_f_at
ENSMUSG00000024589	ENSMUST00000237384	103907_at
ENSMUSG00000024589	ENSMUST00000236898	103906_f_at
ENSMUSG00000024589	ENSMUST00000236898	103907_at
ENSMUSG00000024589	ENSMUST00000237410	103906_f_at
ENSMUSG00000024589	ENSMUST00000237410	103907_at
ENSMUSG00000024589	ENSMUST00000080418	103906_f_at
ENSMUSG00000024589	ENSMUST00000080418	103907_at
ENSMUSG00000024589	ENSMUST00000237854	103906_f_at
ENSMUSG00000024589	ENSMUST00000237854	103907_at
ENSMUSG00000024589	ENSMUST00000226058	103906_f_at
ENSMUSG00000024589	ENSMUST00000226058	103907_at
ENSMUSG00000024589	ENSMUST00000236103	103906_f_at
ENSMUSG00000024589	ENSMUST00000236103	103907_at
ENSMUSG00000024589	ENSMUST00000224347	103906_f_at
ENSMUSG00000024589	ENSMUST00000224347	103907_at
ENSMUSG00000024589	ENSMUST00000224663	103906_f_at
ENSMUSG00000024589	ENSMUST00000224663	103907_at
ENSMUSG00000024589	ENSMUST00000237644	103906_f_at
ENSMUSG00000024589	ENSMUST00000237644	103907_at
ENSMUSG00000024589	ENSMUST00000237818	103906_f_at
ENSMUSG00000024589	ENSMUST00000237818	103907_at
ENSMUSG00000024589	ENSMUST00000237492	103907_at
ENSMUSG00000024589	ENSMUST00000236100	103907_at
ENSMUSG00000056553	ENSMUST00000190247	94708_at
ENSMUSG00000056553	ENSMUST00000070733	94708_at
ENSMUSG00000038383	ENSMUST00000077626	93183_at
ENSMUSG00000038383	ENSMUST00000139854	93183_at
ENSMUSG00000038383	ENSMUST00000165234	93183_at
ENSMUSG00000066407	ENSMUST00000085163	100758_at
ENSMUSG00000030084	ENSMUST00000163139	97699_at
ENSMUSG00000030084	ENSMUST00000205230	97699_at
ENSMUSG00000028223	ENSMUST00000029877	160711_at
ENSMUSG00000004231	ENSMUST00000174490	99809_at
ENSMUSG00000004231	ENSMUST00000173346	99809_at
ENSMUSG00000004231	ENSMUST00000004340	99809_at
ENSMUSG00000078154	ENSMUST00000104959	98532_at
ENSMUSG00000029550	ENSMUST00000031530	98908_at
ENSMUSG00000029550	ENSMUST00000128678	98908_at
ENSMUSG00000032648	ENSMUST00000035269	160754_at
ENSMUSG00000032648	ENSMUST00000113483	160754_at
ENSMUSG00000032648	ENSMUST00000139775	160754_at
ENSMUSG00000041415	ENSMUST00000041987	160957_at
ENSMUSG00000063334	ENSMUST00000163048	98090_at
ENSMUSG00000063334	ENSMUST00000163048	160427_at
ENSMUSG00000063334	ENSMUST00000075924	98090_at
ENSMUSG00000063334	ENSMUST00000075924	160427_at
ENSMUSG00000063334	ENSMUST00000174653	98090_at
ENSMUSG00000063334	ENSMUST00000174653	160427_at
ENSMUSG00000049382	ENSMUST00000023952	101009_at
ENSMUSG00000050213	ENSMUST00000052183	104349_at
ENSMUSG00000038155	ENSMUST00000042700	99583_at
ENSMUSG00000038155	ENSMUST00000237565	99583_at
ENSMUSG00000038155	ENSMUST00000237650	99583_at
ENSMUSG00000038155	ENSMUST00000235381	99583_at
ENSMUSG00000038155	ENSMUST00000235657	99583_at
ENSMUSG00000038155	ENSMUST00000237999	99583_at
ENSMUSG00000083483	ENSMUST00000117531	101680_at
ENSMUSG00000083483	ENSMUST00000117531	101573_f_at
ENSMUSG00000074268	ENSMUST00000098673	97524_f_at
ENSMUSG00000074268	ENSMUST00000098673	97523_i_at
ENSMUSG00000020515	ENSMUST00000020822	94490_at
ENSMUSG00000020515	ENSMUST00000108843	94490_at
ENSMUSG00000020515	ENSMUST00000133923	94490_at
ENSMUSG00000023043	ENSMUST00000023803	94270_at
ENSMUSG00000026475	ENSMUST00000027748	94378_at
ENSMUSG00000040613	ENSMUST00000112586	98398_s_at
ENSMUSG00000040613	ENSMUST00000112585	98398_s_at
ENSMUSG00000040613	ENSMUST00000112587	98398_s_at
ENSMUSG00000031375	ENSMUST00000033741	96049_at
ENSMUSG00000023216	ENSMUST00000102490	102908_at
ENSMUSG00000023216	ENSMUST00000124703	102908_at
ENSMUSG00000023216	ENSMUST00000147444	102908_at
ENSMUSG00000023216	ENSMUST00000145812	102908_at
ENSMUSG00000021009	ENSMUST00000170188	99970_at
ENSMUSG00000021009	ENSMUST00000223321	99970_at
ENSMUSG00000021009	ENSMUST00000085116	99970_at
ENSMUSG00000021009	ENSMUST00000221148	99970_at
ENSMUSG00000032782	ENSMUST00000156671	96230_at
ENSMUSG00000032782	ENSMUST00000123176	96230_at
ENSMUSG00000032782	ENSMUST00000092973	96230_at
ENSMUSG00000032782	ENSMUST00000130780	96230_at
ENSMUSG00000032782	ENSMUST00000156175	96230_at
ENSMUSG00000058655	ENSMUST00000169681	100557_g_at
ENSMUSG00000058655	ENSMUST00000229254	100557_g_at
ENSMUSG00000042447	ENSMUST00000040017	160673_at
ENSMUSG00000042447	ENSMUST00000160265	160673_at
ENSMUSG00000042447	ENSMUST00000161134	160673_at
ENSMUSG00000018924	ENSMUST00000019068	98758_at
ENSMUSG00000018924	ENSMUST00000130000	98758_at
ENSMUSG00000018604	ENSMUST00000121021	103538_at
ENSMUSG00000018604	ENSMUST00000018748	103538_at
ENSMUSG00000018604	ENSMUST00000079719	103538_at
ENSMUSG00000025178	ENSMUST00000235932	160307_at
ENSMUSG00000025178	ENSMUST00000066778	160307_at
ENSMUSG00000025178	ENSMUST00000235988	160307_at
ENSMUSG00000027408	ENSMUST00000028897	103492_at
ENSMUSG00000027408	ENSMUST00000130533	103492_at
ENSMUSG00000022237	ENSMUST00000076942	104206_at
ENSMUSG00000022237	ENSMUST00000227391	104206_at
ENSMUSG00000059669	ENSMUST00000075954	99041_at
ENSMUSG00000059669	ENSMUST00000221372	99041_at
ENSMUSG00000025867	ENSMUST00000026985	98782_at
ENSMUSG00000046516	ENSMUST00000050273	160230_at
ENSMUSG00000028089	ENSMUST00000029730	92425_at
ENSMUSG00000028089	ENSMUST00000197304	92425_at
ENSMUSG00000025982	ENSMUST00000027127	97808_at
ENSMUSG00000025982	ENSMUST00000027127	96777_at
ENSMUSG00000025982	ENSMUST00000190175	96777_at
ENSMUSG00000025982	ENSMUST00000187500	97808_at
ENSMUSG00000020986	ENSMUST00000021375	104709_at
ENSMUSG00000020986	ENSMUST00000021375	93711_at
ENSMUSG00000020986	ENSMUST00000165134	93711_at
ENSMUSG00000020986	ENSMUST00000169976	93711_at
ENSMUSG00000022901	ENSMUST00000089620	102831_s_at
ENSMUSG00000022901	ENSMUST00000089620	102830_at
ENSMUSG00000022901	ENSMUST00000154485	102830_at
ENSMUSG00000034634	ENSMUST00000040404	160553_at
ENSMUSG00000025413	ENSMUST00000026480	160212_at
ENSMUSG00000025413	ENSMUST00000142342	160212_at
ENSMUSG00000025413	ENSMUST00000132650	160212_at
ENSMUSG00000030869	ENSMUST00000033157	96909_at
ENSMUSG00000030869	ENSMUST00000123296	96909_at
ENSMUSG00000030869	ENSMUST00000106471	96909_at
ENSMUSG00000030869	ENSMUST00000139456	96909_at
ENSMUSG00000030869	ENSMUST00000153173	96909_at
ENSMUSG00000030869	ENSMUST00000145863	96909_at
ENSMUSG00000030869	ENSMUST00000146022	96909_at
ENSMUSG00000037994	ENSMUST00000145195	96481_at
ENSMUSG00000037994	ENSMUST00000051849	96481_at
ENSMUSG00000037994	ENSMUST00000132405	96481_at
ENSMUSG00000096770	ENSMUST00000179568	97524_f_at
ENSMUSG00000096770	ENSMUST00000179568	97523_i_at
ENSMUSG00000037275	ENSMUST00000035604	103784_at
ENSMUSG00000037275	ENSMUST00000102711	103784_at
ENSMUSG00000037275	ENSMUST00000172035	103784_at
ENSMUSG00000057110	ENSMUST00000156933	98303_at
ENSMUSG00000057110	ENSMUST00000113032	98303_at
ENSMUSG00000057110	ENSMUST00000113034	98303_at
ENSMUSG00000057110	ENSMUST00000113037	98303_at
ENSMUSG00000057110	ENSMUST00000028237	98303_at
ENSMUSG00000093931	ENSMUST00000179314	97524_f_at
ENSMUSG00000093931	ENSMUST00000179314	97523_i_at
ENSMUSG00000117310	ENSMUST00000233506	94489_at
ENSMUSG00000117310	ENSMUST00000076587	94489_at
ENSMUSG00000117310	ENSMUST00000027232	94489_at
ENSMUSG00000038375	ENSMUST00000043237	160376_at
ENSMUSG00000023495	ENSMUST00000185874	160352_at
ENSMUSG00000023495	ENSMUST00000024260	160352_at
ENSMUSG00000023495	ENSMUST00000216379	160352_at
ENSMUSG00000023495	ENSMUST00000215656	160352_at
ENSMUSG00000023495	ENSMUST00000214252	160352_at
ENSMUSG00000023495	ENSMUST00000186519	160352_at
ENSMUSG00000023495	ENSMUST00000185779	160352_at
ENSMUSG00000023495	ENSMUST00000190430	160352_at
ENSMUSG00000023495	ENSMUST00000190799	160352_at
ENSMUSG00000023495	ENSMUST00000189099	160352_at
ENSMUSG00000023495	ENSMUST00000217405	160352_at
ENSMUSG00000023495	ENSMUST00000185507	160352_at
ENSMUSG00000023495	ENSMUST00000213156	160352_at
ENSMUSG00000023495	ENSMUST00000213201	160352_at
ENSMUSG00000023495	ENSMUST00000189882	160352_at
ENSMUSG00000023495	ENSMUST00000190428	160352_at
ENSMUSG00000023495	ENSMUST00000213752	160352_at
ENSMUSG00000023495	ENSMUST00000185996	160352_at
ENSMUSG00000023495	ENSMUST00000188396	160352_at
ENSMUSG00000023495	ENSMUST00000188448	160352_at
ENSMUSG00000055296	ENSMUST00000068792	104661_at
ENSMUSG00000026976	ENSMUST00000028355	96504_at
ENSMUSG00000026976	ENSMUST00000149860	96504_at
ENSMUSG00000026976	ENSMUST00000149294	96504_at
ENSMUSG00000024440	ENSMUST00000025311	94169_at
ENSMUSG00000024440	ENSMUST00000195747	94169_at
ENSMUSG00000024440	ENSMUST00000194012	94169_at
ENSMUSG00000026821	ENSMUST00000028170	100530_at
ENSMUSG00000026821	ENSMUST00000113893	100530_at
ENSMUSG00000026821	ENSMUST00000100241	100530_at
ENSMUSG00000026821	ENSMUST00000137513	100530_at
ENSMUSG00000059714	ENSMUST00000001569	95095_at
ENSMUSG00000059714	ENSMUST00000174080	95095_at
ENSMUSG00000059714	ENSMUST00000173381	95095_at
ENSMUSG00000059714	ENSMUST00000173273	95095_at
ENSMUSG00000059714	ENSMUST00000174297	95095_at
ENSMUSG00000084139	ENSMUST00000121605	94823_at
ENSMUSG00000021492	ENSMUST00000021948	92509_at
ENSMUSG00000021492	ENSMUST00000170921	92509_at
ENSMUSG00000094424	ENSMUST00000178020	102818_at
ENSMUSG00000027820	ENSMUST00000194150	92331_at
ENSMUSG00000027820	ENSMUST00000194134	92331_at
ENSMUSG00000027820	ENSMUST00000029400	92331_at
ENSMUSG00000026064	ENSMUST00000232841	94489_at
ENSMUSG00000026064	ENSMUST00000153681	94489_at
ENSMUSG00000026064	ENSMUST00000130934	94489_at
ENSMUSG00000095293	ENSMUST00000079797	102818_at
ENSMUSG00000095293	ENSMUST00000178152	102818_at
ENSMUSG00000096569	ENSMUST00000098667	97524_f_at
ENSMUSG00000096569	ENSMUST00000098667	97523_i_at
ENSMUSG00000031158	ENSMUST00000033498	96668_at
ENSMUSG00000031158	ENSMUST00000146406	96668_at
ENSMUSG00000031158	ENSMUST00000150541	96668_at
ENSMUSG00000075370	ENSMUST00000100136	99429_at
ENSMUSG00000075370	ENSMUST00000100136	99428_at
ENSMUSG00000075370	ENSMUST00000231439	99429_at
ENSMUSG00000075370	ENSMUST00000231439	99428_at
ENSMUSG00000037572	ENSMUST00000187531	96625_at
ENSMUSG00000037572	ENSMUST00000111792	96625_at
ENSMUSG00000037572	ENSMUST00000228810	96625_at
ENSMUSG00000001441	ENSMUST00000001480	96259_at
ENSMUSG00000001441	ENSMUST00000107608	96259_at
ENSMUSG00000001441	ENSMUST00000165489	96259_at
ENSMUSG00000001441	ENSMUST00000171320	96259_at
ENSMUSG00000002416	ENSMUST00000135671	160342_r_at
ENSMUSG00000002416	ENSMUST00000135671	95131_f_at
ENSMUSG00000002416	ENSMUST00000135671	95132_r_at
ENSMUSG00000002416	ENSMUST00000119379	160342_r_at
ENSMUSG00000002416	ENSMUST00000119379	95131_f_at
ENSMUSG00000002416	ENSMUST00000119379	95132_r_at
ENSMUSG00000002416	ENSMUST00000002490	160342_r_at
ENSMUSG00000002416	ENSMUST00000002490	95131_f_at
ENSMUSG00000002416	ENSMUST00000002490	95132_r_at
ENSMUSG00000002416	ENSMUST00000146793	160342_r_at
ENSMUSG00000002416	ENSMUST00000146793	95131_f_at
ENSMUSG00000002416	ENSMUST00000146793	95132_r_at
ENSMUSG00000000902	ENSMUST00000000925	96050_at
ENSMUSG00000000902	ENSMUST00000133189	96050_at
ENSMUSG00000000902	ENSMUST00000140408	96050_at
ENSMUSG00000000902	ENSMUST00000121304	96050_at
ENSMUSG00000020745	ENSMUST00000126341	100560_at
ENSMUSG00000020745	ENSMUST00000021091	100560_at
ENSMUSG00000020745	ENSMUST00000102520	100560_at
ENSMUSG00000020745	ENSMUST00000156794	100560_at
ENSMUSG00000095494	ENSMUST00000178680	102818_at
ENSMUSG00000018821	ENSMUST00000018965	96866_at
ENSMUSG00000018821	ENSMUST00000161873	96866_at
ENSMUSG00000048756	ENSMUST00000105502	92958_at
ENSMUSG00000002413	ENSMUST00000002487	93870_at
ENSMUSG00000002413	ENSMUST00000101497	93870_at
ENSMUSG00000028071	ENSMUST00000107581	100292_at
ENSMUSG00000028071	ENSMUST00000029709	100292_at
ENSMUSG00000047881	ENSMUST00000154169	97918_at
ENSMUSG00000047881	ENSMUST00000087327	97918_at
ENSMUSG00000031754	ENSMUST00000034204	94506_at
ENSMUSG00000031754	ENSMUST00000212981	94506_at
ENSMUSG00000030498	ENSMUST00000129604	94338_g_at
ENSMUSG00000030498	ENSMUST00000129604	94337_at
ENSMUSG00000030498	ENSMUST00000051912	94338_g_at
ENSMUSG00000030498	ENSMUST00000051912	94337_at
ENSMUSG00000030498	ENSMUST00000107591	94338_g_at
ENSMUSG00000030498	ENSMUST00000107591	94337_at
ENSMUSG00000030498	ENSMUST00000208711	94338_g_at
ENSMUSG00000030498	ENSMUST00000208711	94337_at
ENSMUSG00000025572	ENSMUST00000131606	160592_at
ENSMUSG00000025572	ENSMUST00000026659	160592_at
ENSMUSG00000025572	ENSMUST00000148220	160592_at
ENSMUSG00000031554	ENSMUST00000132180	99474_at
ENSMUSG00000031554	ENSMUST00000050300	99474_at
ENSMUSG00000031554	ENSMUST00000209935	99474_at
ENSMUSG00000031554	ENSMUST00000118419	99474_at
ENSMUSG00000020910	ENSMUST00000146338	104334_at
ENSMUSG00000020910	ENSMUST00000116363	104334_at
ENSMUSG00000020910	ENSMUST00000136013	104334_at
ENSMUSG00000023289	ENSMUST00000117406	97757_at
ENSMUSG00000023289	ENSMUST00000024059	97757_at
ENSMUSG00000033540	ENSMUST00000071650	104500_at
ENSMUSG00000033540	ENSMUST00000140620	104500_at
ENSMUSG00000033540	ENSMUST00000119212	104500_at
ENSMUSG00000033540	ENSMUST00000139734	104500_at
ENSMUSG00000033540	ENSMUST00000133482	104500_at
ENSMUSG00000033540	ENSMUST00000112563	104500_at
ENSMUSG00000030117	ENSMUST00000032211	92476_at
ENSMUSG00000030117	ENSMUST00000204882	92476_at
ENSMUSG00000021714	ENSMUST00000224500	98400_at
ENSMUSG00000021714	ENSMUST00000070761	98400_at
ENSMUSG00000021714	ENSMUST00000022227	98400_at
