Gene stable ID	Transcript stable ID	AFFY MG U74Cv2 probe
ENSMUSG00000028550	ENSMUST00000180278	136770_r_at
ENSMUSG00000028550	ENSMUST00000180278	136769_f_at
ENSMUSG00000089694	ENSMUST00000160534	133853_at
ENSMUSG00000089694	ENSMUST00000179613	133853_at
ENSMUSG00000051262	ENSMUST00000050780	133853_at
ENSMUSG00000051262	ENSMUST00000168531	133853_at
ENSMUSG00000021318	ENSMUST00000110510	137022_at
ENSMUSG00000019055	ENSMUST00000105712	137319_at
ENSMUSG00000019055	ENSMUST00000105712	137320_g_at
ENSMUSG00000028358	ENSMUST00000107415	135137_at
ENSMUSG00000028358	ENSMUST00000064814	135137_at
ENSMUSG00000036246	ENSMUST00000156620	134705_at
ENSMUSG00000039252	ENSMUST00000199942	139272_at
ENSMUSG00000039252	ENSMUST00000199942	135728_at
ENSMUSG00000039252	ENSMUST00000039750	139272_at
ENSMUSG00000039252	ENSMUST00000039750	135728_at
ENSMUSG00000073155	ENSMUST00000152147	167414_i_at
ENSMUSG00000073155	ENSMUST00000130875	167414_i_at
ENSMUSG00000073155	ENSMUST00000136110	167414_i_at
ENSMUSG00000091844	ENSMUST00000238662	133274_at
ENSMUSG00000091844	ENSMUST00000168641	133274_at
ENSMUSG00000024558	ENSMUST00000162863	140436_at
ENSMUSG00000024558	ENSMUST00000091851	140436_at
ENSMUSG00000024558	ENSMUST00000159162	140436_at
ENSMUSG00000020607	ENSMUST00000020926	166487_r_at
ENSMUSG00000113191	ENSMUST00000220835	167776_i_at
ENSMUSG00000022773	ENSMUST00000035682	165506_f_at
ENSMUSG00000022773	ENSMUST00000231518	165506_f_at
ENSMUSG00000022773	ENSMUST00000231394	165506_f_at
ENSMUSG00000022773	ENSMUST00000239090	165506_f_at
ENSMUSG00000099876	ENSMUST00000188485	129170_at
ENSMUSG00000078786	ENSMUST00000108379	133737_at
ENSMUSG00000078786	ENSMUST00000155931	133737_at
ENSMUSG00000037239	ENSMUST00000048923	139496_at
ENSMUSG00000026404	ENSMUST00000129218	133762_at
ENSMUSG00000026404	ENSMUST00000027655	166603_at
ENSMUSG00000028344	ENSMUST00000149555	129249_r_at
ENSMUSG00000024050	ENSMUST00000169741	134186_at
ENSMUSG00000024050	ENSMUST00000165912	134186_at
ENSMUSG00000068860	ENSMUST00000090815	134623_at
ENSMUSG00000036552	ENSMUST00000226464	165945_at
ENSMUSG00000036552	ENSMUST00000227545	165945_at
ENSMUSG00000036552	ENSMUST00000231241	165657_f_at
ENSMUSG00000036552	ENSMUST00000228803	165657_f_at
ENSMUSG00000036552	ENSMUST00000227252	165657_f_at
ENSMUSG00000033788	ENSMUST00000128965	130918_at
ENSMUSG00000079495	ENSMUST00000174143	133853_at
ENSMUSG00000079495	ENSMUST00000087656	133853_at
ENSMUSG00000026872	ENSMUST00000176438	169285_f_at
ENSMUSG00000026872	ENSMUST00000176732	169285_f_at
ENSMUSG00000026872	ENSMUST00000028229	169285_f_at
ENSMUSG00000026872	ENSMUST00000068415	169285_f_at
ENSMUSG00000071369	ENSMUST00000095806	135367_at
ENSMUSG00000021905	ENSMUST00000022461	165989_f_at
ENSMUSG00000021905	ENSMUST00000067955	165989_f_at
ENSMUSG00000021905	ENSMUST00000112001	165989_f_at
ENSMUSG00000073147	ENSMUST00000191186	129320_at
ENSMUSG00000030004	ENSMUST00000032073	167026_at
ENSMUSG00000028468	ENSMUST00000131178	135289_at
ENSMUSG00000028468	ENSMUST00000141612	135289_at
ENSMUSG00000028468	ENSMUST00000141782	135289_at
ENSMUSG00000033634	ENSMUST00000045008	130761_at
ENSMUSG00000010803	ENSMUST00000205546	165878_r_at
ENSMUSG00000010803	ENSMUST00000020707	165878_r_at
ENSMUSG00000116895	ENSMUST00000097395	165945_at
ENSMUSG00000116895	ENSMUST00000232446	165945_at
ENSMUSG00000030994	ENSMUST00000094002	166395_at
ENSMUSG00000030994	ENSMUST00000094002	129386_at
ENSMUSG00000030994	ENSMUST00000172947	166395_at
ENSMUSG00000030994	ENSMUST00000106129	166395_at
ENSMUSG00000030994	ENSMUST00000206005	166395_at
ENSMUSG00000030994	ENSMUST00000206005	129386_at
ENSMUSG00000030994	ENSMUST00000174700	166395_at
ENSMUSG00000030994	ENSMUST00000174700	129386_at
ENSMUSG00000036198	ENSMUST00000114904	165471_f_at
ENSMUSG00000036198	ENSMUST00000114904	139198_at
ENSMUSG00000036198	ENSMUST00000042444	165471_f_at
ENSMUSG00000036198	ENSMUST00000042444	139198_at
ENSMUSG00000036198	ENSMUST00000130558	139198_at
ENSMUSG00000036198	ENSMUST00000151128	139198_at
ENSMUSG00000036198	ENSMUST00000132784	139198_at
ENSMUSG00000116953	ENSMUST00000061688	165945_at
ENSMUSG00000116953	ENSMUST00000231253	165945_at
ENSMUSG00000116953	ENSMUST00000231723	165945_at
ENSMUSG00000116953	ENSMUST00000232182	165945_at
ENSMUSG00000002578	ENSMUST00000133342	132807_at
ENSMUSG00000002578	ENSMUST00000238610	132807_at
ENSMUSG00000002578	ENSMUST00000238712	132807_at
ENSMUSG00000002578	ENSMUST00000223162	132807_at
ENSMUSG00000043782	ENSMUST00000062967	137733_at
ENSMUSG00000043782	ENSMUST00000232760	137733_at
ENSMUSG00000043782	ENSMUST00000233541	137733_at
ENSMUSG00000043782	ENSMUST00000233930	137733_at
ENSMUSG00000079499	ENSMUST00000155949	137362_at
ENSMUSG00000029291	ENSMUST00000198965	129541_at
ENSMUSG00000026646	ENSMUST00000027956	132730_at
ENSMUSG00000026646	ENSMUST00000060618	132730_at
ENSMUSG00000026646	ENSMUST00000127540	132730_at
ENSMUSG00000026646	ENSMUST00000100458	132730_at
ENSMUSG00000048661	ENSMUST00000119944	138126_at
ENSMUSG00000048661	ENSMUST00000119093	138126_at
ENSMUSG00000022941	ENSMUST00000023660	137231_r_at
ENSMUSG00000022941	ENSMUST00000023660	137230_f_at
ENSMUSG00000024268	ENSMUST00000025117	166311_f_at
ENSMUSG00000024268	ENSMUST00000115816	166311_f_at
ENSMUSG00000068299	ENSMUST00000095757	130761_at
ENSMUSG00000101963	ENSMUST00000190330	165527_f_at
ENSMUSG00000108456	ENSMUST00000206533	133680_r_at
ENSMUSG00000020329	ENSMUST00000161765	140639_at
ENSMUSG00000020329	ENSMUST00000159082	140639_at
ENSMUSG00000020329	ENSMUST00000160595	140639_at
ENSMUSG00000020329	ENSMUST00000159289	140639_at
ENSMUSG00000020329	ENSMUST00000161098	140639_at
ENSMUSG00000020329	ENSMUST00000162694	140639_at
ENSMUSG00000020329	ENSMUST00000160838	140639_at
ENSMUSG00000020329	ENSMUST00000162687	140639_at
ENSMUSG00000021087	ENSMUST00000150156	167869_f_at
ENSMUSG00000021087	ENSMUST00000078505	167869_f_at
ENSMUSG00000021087	ENSMUST00000137990	167869_f_at
ENSMUSG00000021087	ENSMUST00000021497	167869_f_at
ENSMUSG00000032002	ENSMUST00000215683	168474_r_at
ENSMUSG00000034621	ENSMUST00000143842	136212_at
ENSMUSG00000034621	ENSMUST00000069673	136212_at
ENSMUSG00000027203	ENSMUST00000133211	137642_at
ENSMUSG00000075707	ENSMUST00000173014	130591_at
ENSMUSG00000075707	ENSMUST00000097228	130591_at
ENSMUSG00000113581	ENSMUST00000222534	132087_at
ENSMUSG00000054302	ENSMUST00000161592	165695_at
ENSMUSG00000054302	ENSMUST00000110713	165695_at
ENSMUSG00000054302	ENSMUST00000162106	165695_at
ENSMUSG00000054302	ENSMUST00000163433	165695_at
ENSMUSG00000041328	ENSMUST00000119954	167814_r_at
ENSMUSG00000064065	ENSMUST00000086896	133885_at
ENSMUSG00000064065	ENSMUST00000145156	133885_at
ENSMUSG00000064065	ENSMUST00000149708	133885_at
ENSMUSG00000064065	ENSMUST00000144622	133885_at
ENSMUSG00000064065	ENSMUST00000105617	133885_at
ENSMUSG00000064065	ENSMUST00000154998	133885_at
ENSMUSG00000064065	ENSMUST00000078070	133885_at
ENSMUSG00000064065	ENSMUST00000170680	133885_at
ENSMUSG00000112398	ENSMUST00000220061	166912_at
ENSMUSG00000112398	ENSMUST00000219459	166912_at
ENSMUSG00000036103	ENSMUST00000234965	168379_i_at
ENSMUSG00000036103	ENSMUST00000040069	168379_i_at
ENSMUSG00000036103	ENSMUST00000234026	168379_i_at
ENSMUSG00000037541	ENSMUST00000105902	135958_at
ENSMUSG00000037541	ENSMUST00000105900	135958_at
ENSMUSG00000037541	ENSMUST00000146006	135958_at
ENSMUSG00000112959	ENSMUST00000222417	138105_at
ENSMUSG00000112959	ENSMUST00000220470	138105_at
ENSMUSG00000107558	ENSMUST00000204605	167075_at
ENSMUSG00000024302	ENSMUST00000115832	136760_at
ENSMUSG00000024302	ENSMUST00000115832	168336_at
ENSMUSG00000041577	ENSMUST00000048432	138966_at
ENSMUSG00000041577	ENSMUST00000048432	166317_f_at
ENSMUSG00000041577	ENSMUST00000127583	138966_at
ENSMUSG00000070469	ENSMUST00000173287	138377_at
ENSMUSG00000070469	ENSMUST00000173287	171068_f_at
ENSMUSG00000070469	ENSMUST00000173828	138377_at
ENSMUSG00000010311	ENSMUST00000124051	138414_at
ENSMUSG00000010311	ENSMUST00000153617	138414_at
ENSMUSG00000010311	ENSMUST00000124245	138414_at
ENSMUSG00000020634	ENSMUST00000020962	130690_f_at
ENSMUSG00000020634	ENSMUST00000142867	130690_f_at
ENSMUSG00000035620	ENSMUST00000214820	136453_at
ENSMUSG00000112000	ENSMUST00000218156	132050_at
ENSMUSG00000097431	ENSMUST00000181482	166269_at
ENSMUSG00000085667	ENSMUST00000132111	136728_at
ENSMUSG00000031543	ENSMUST00000135206	133122_at
ENSMUSG00000021218	ENSMUST00000221875	134601_r_at
ENSMUSG00000054893	ENSMUST00000086327	129152_at
ENSMUSG00000054893	ENSMUST00000170776	129152_at
ENSMUSG00000054893	ENSMUST00000108562	129152_at
ENSMUSG00000099552	ENSMUST00000191325	166591_r_at
ENSMUSG00000099552	ENSMUST00000188074	166591_r_at
ENSMUSG00000099552	ENSMUST00000185548	166591_r_at
ENSMUSG00000022422	ENSMUST00000143523	165842_at
ENSMUSG00000005533	ENSMUST00000005671	129046_f_at
ENSMUSG00000031756	ENSMUST00000034205	165576_i_at
ENSMUSG00000031756	ENSMUST00000212263	165576_i_at
ENSMUSG00000031756	ENSMUST00000212184	165576_i_at
ENSMUSG00000097483	ENSMUST00000181516	134329_at
ENSMUSG00000097483	ENSMUST00000180403	134329_at
ENSMUSG00000030835	ENSMUST00000033121	133711_at
ENSMUSG00000030835	ENSMUST00000182305	133711_at
ENSMUSG00000109166	ENSMUST00000190145	131168_at
ENSMUSG00000072893	ENSMUST00000137442	138081_at
ENSMUSG00000072893	ENSMUST00000132226	138081_at
ENSMUSG00000023353	ENSMUST00000024123	138987_g_at
ENSMUSG00000023353	ENSMUST00000024123	138986_at
ENSMUSG00000023353	ENSMUST00000212381	138986_at
ENSMUSG00000023353	ENSMUST00000199647	138988_at
ENSMUSG00000023353	ENSMUST00000199647	138987_g_at
ENSMUSG00000023353	ENSMUST00000199647	138986_at
ENSMUSG00000023353	ENSMUST00000199856	138987_g_at
ENSMUSG00000023353	ENSMUST00000199856	138986_at
ENSMUSG00000008683	ENSMUST00000131374	136662_at
ENSMUSG00000008683	ENSMUST00000172457	136662_at
ENSMUSG00000029736	ENSMUST00000031749	133194_at
ENSMUSG00000029736	ENSMUST00000183706	133194_at
ENSMUSG00000029736	ENSMUST00000172554	133194_at
ENSMUSG00000027993	ENSMUST00000107692	138127_at
ENSMUSG00000027993	ENSMUST00000107691	138127_at
ENSMUSG00000027993	ENSMUST00000107695	138127_at
ENSMUSG00000027993	ENSMUST00000065380	138127_at
ENSMUSG00000027993	ENSMUST00000128574	138127_at
ENSMUSG00000027993	ENSMUST00000054990	138127_at
ENSMUSG00000027993	ENSMUST00000107693	138127_at
ENSMUSG00000020599	ENSMUST00000020920	134830_at
ENSMUSG00000020599	ENSMUST00000103062	134830_at
ENSMUSG00000098207	ENSMUST00000183126	168425_at
ENSMUSG00000027784	ENSMUST00000029355	165746_at
ENSMUSG00000027784	ENSMUST00000029355	136688_at
ENSMUSG00000030443	ENSMUST00000062765	167878_f_at
ENSMUSG00000030443	ENSMUST00000165705	167878_f_at
ENSMUSG00000063605	ENSMUST00000077955	166159_at
ENSMUSG00000024477	ENSMUST00000236216	133482_at
ENSMUSG00000078627	ENSMUST00000100332	165660_i_at
ENSMUSG00000078627	ENSMUST00000138977	166374_i_at
ENSMUSG00000078627	ENSMUST00000049995	166374_i_at
ENSMUSG00000066037	ENSMUST00000148843	136071_at
ENSMUSG00000066037	ENSMUST00000148843	140881_at
ENSMUSG00000066037	ENSMUST00000148843	134853_at
ENSMUSG00000066037	ENSMUST00000182327	134853_at
ENSMUSG00000029843	ENSMUST00000031868	165601_f_at
ENSMUSG00000047388	ENSMUST00000109099	130730_f_at
ENSMUSG00000047420	ENSMUST00000051176	133900_at
ENSMUSG00000024683	ENSMUST00000237728	165804_at
ENSMUSG00000108929	ENSMUST00000224596	129418_at
ENSMUSG00000108929	ENSMUST00000207801	129418_at
ENSMUSG00000108929	ENSMUST00000207791	129418_at
ENSMUSG00000031847	ENSMUST00000070577	139155_at
ENSMUSG00000031847	ENSMUST00000070577	129740_at
ENSMUSG00000031847	ENSMUST00000213068	129740_at
ENSMUSG00000017765	ENSMUST00000116429	166518_f_at
ENSMUSG00000017765	ENSMUST00000034370	166518_f_at
ENSMUSG00000015837	ENSMUST00000131214	138538_at
ENSMUSG00000015837	ENSMUST00000147846	138538_at
ENSMUSG00000038518	ENSMUST00000044608	167118_f_at
ENSMUSG00000038518	ENSMUST00000173246	167118_f_at
ENSMUSG00000038518	ENSMUST00000174683	167118_f_at
ENSMUSG00000067773	ENSMUST00000088463	168423_f_at
ENSMUSG00000029673	ENSMUST00000161226	170812_at
ENSMUSG00000029673	ENSMUST00000161804	170812_at
ENSMUSG00000029673	ENSMUST00000182575	170812_at
ENSMUSG00000029673	ENSMUST00000160071	170812_at
ENSMUSG00000032878	ENSMUST00000093253	139127_at
ENSMUSG00000032878	ENSMUST00000146385	139127_at
ENSMUSG00000032878	ENSMUST00000042534	139127_at
ENSMUSG00000032878	ENSMUST00000109502	139127_at
ENSMUSG00000008333	ENSMUST00000008477	129902_r_at
ENSMUSG00000008333	ENSMUST00000134091	129902_r_at
ENSMUSG00000039693	ENSMUST00000061135	167739_f_at
ENSMUSG00000039693	ENSMUST00000064807	167739_f_at
ENSMUSG00000039693	ENSMUST00000107704	167739_f_at
ENSMUSG00000039693	ENSMUST00000132360	167739_f_at
ENSMUSG00000029272	ENSMUST00000031201	130124_at
ENSMUSG00000032691	ENSMUST00000079476	140451_at
ENSMUSG00000032691	ENSMUST00000101148	140451_at
ENSMUSG00000037159	ENSMUST00000038907	137190_f_at
ENSMUSG00000037159	ENSMUST00000038907	165612_f_at
ENSMUSG00000002608	ENSMUST00000002683	128520_at
ENSMUSG00000002608	ENSMUST00000134201	128520_at
ENSMUSG00000051331	ENSMUST00000186889	137133_s_at
ENSMUSG00000096146	ENSMUST00000211674	166807_at
ENSMUSG00000096146	ENSMUST00000180081	166807_at
ENSMUSG00000107341	ENSMUST00000201560	169702_at
ENSMUSG00000026694	ENSMUST00000028017	138457_at
ENSMUSG00000026694	ENSMUST00000159817	138457_at
ENSMUSG00000109060	ENSMUST00000207881	131168_at
ENSMUSG00000071855	ENSMUST00000072835	135500_at
ENSMUSG00000029840	ENSMUST00000031866	132006_at
ENSMUSG00000035378	ENSMUST00000113312	166700_i_at
ENSMUSG00000035378	ENSMUST00000089245	166700_i_at
ENSMUSG00000035378	ENSMUST00000170667	166700_i_at
ENSMUSG00000017309	ENSMUST00000017453	130661_at
ENSMUSG00000017309	ENSMUST00000107163	130661_at
ENSMUSG00000017309	ENSMUST00000107164	130661_at
ENSMUSG00000030138	ENSMUST00000032237	166246_f_at
ENSMUSG00000046031	ENSMUST00000062784	135693_at
ENSMUSG00000070331	ENSMUST00000134182	166585_at
ENSMUSG00000070331	ENSMUST00000208602	166585_at
ENSMUSG00000070331	ENSMUST00000093909	166585_at
ENSMUSG00000086448	ENSMUST00000154919	141076_at
ENSMUSG00000035936	ENSMUST00000037615	128830_r_at
ENSMUSG00000078234	ENSMUST00000105031	139138_at
ENSMUSG00000041498	ENSMUST00000201676	131694_at
ENSMUSG00000041498	ENSMUST00000189413	131694_at
ENSMUSG00000041498	ENSMUST00000047817	131694_at
ENSMUSG00000034041	ENSMUST00000238562	166994_f_at
ENSMUSG00000034041	ENSMUST00000037165	166994_f_at
ENSMUSG00000034041	ENSMUST00000238338	166994_f_at
ENSMUSG00000020783	ENSMUST00000021135	138098_at
ENSMUSG00000046178	ENSMUST00000160300	167282_i_at
ENSMUSG00000046178	ENSMUST00000060369	167282_i_at
ENSMUSG00000049969	ENSMUST00000054776	166170_at
ENSMUSG00000049969	ENSMUST00000137891	166170_at
ENSMUSG00000020859	ENSMUST00000132605	135024_at
ENSMUSG00000069255	ENSMUST00000221725	139525_at
ENSMUSG00000069255	ENSMUST00000095914	139525_at
ENSMUSG00000029004	ENSMUST00000094962	166875_at
ENSMUSG00000029004	ENSMUST00000115128	166875_at
ENSMUSG00000029004	ENSMUST00000146375	166875_at
ENSMUSG00000029004	ENSMUST00000126586	166875_at
ENSMUSG00000029004	ENSMUST00000197591	166875_at
ENSMUSG00000116851	ENSMUST00000232255	131605_at
ENSMUSG00000112730	ENSMUST00000218098	168011_f_at
ENSMUSG00000112730	ENSMUST00000219096	168011_f_at
ENSMUSG00000113701	ENSMUST00000223006	138149_at
ENSMUSG00000018425	ENSMUST00000018569	129071_at
ENSMUSG00000038712	ENSMUST00000152640	130072_at
ENSMUSG00000038712	ENSMUST00000147963	130072_at
ENSMUSG00000038712	ENSMUST00000135264	166565_i_at
ENSMUSG00000038712	ENSMUST00000133762	166565_i_at
ENSMUSG00000020282	ENSMUST00000020524	129023_at
ENSMUSG00000020282	ENSMUST00000143036	129023_at
ENSMUSG00000020282	ENSMUST00000146179	129023_at
ENSMUSG00000020282	ENSMUST00000143988	129023_at
ENSMUSG00000020282	ENSMUST00000142274	129023_at
ENSMUSG00000020282	ENSMUST00000137125	129023_at
ENSMUSG00000019856	ENSMUST00000020003	134700_at
ENSMUSG00000019856	ENSMUST00000218780	134700_at
ENSMUSG00000019856	ENSMUST00000217939	134700_at
ENSMUSG00000019856	ENSMUST00000218659	134700_at
ENSMUSG00000019856	ENSMUST00000171807	134700_at
ENSMUSG00000019856	ENSMUST00000165986	134700_at
ENSMUSG00000019856	ENSMUST00000163761	134700_at
ENSMUSG00000019856	ENSMUST00000169866	134700_at
ENSMUSG00000019856	ENSMUST00000164393	134700_at
ENSMUSG00000042345	ENSMUST00000236745	137666_at
ENSMUSG00000027419	ENSMUST00000028905	140490_at
ENSMUSG00000027419	ENSMUST00000028905	166819_at
ENSMUSG00000095190	ENSMUST00000191073	131168_at
ENSMUSG00000095190	ENSMUST00000179491	131168_at
ENSMUSG00000050035	ENSMUST00000059383	165791_f_at
ENSMUSG00000020648	ENSMUST00000020977	166718_at
ENSMUSG00000020648	ENSMUST00000219098	133297_at
ENSMUSG00000029911	ENSMUST00000114779	135643_at
ENSMUSG00000014763	ENSMUST00000231274	166091_i_at
ENSMUSG00000014763	ENSMUST00000231318	166091_i_at
ENSMUSG00000070687	ENSMUST00000088677	166847_at
ENSMUSG00000040978	ENSMUST00000043285	167938_f_at
ENSMUSG00000040985	ENSMUST00000102909	167807_i_at
ENSMUSG00000040985	ENSMUST00000043377	167807_i_at
ENSMUSG00000045613	ENSMUST00000172278	138097_f_at
ENSMUSG00000033227	ENSMUST00000006716	167096_f_at
ENSMUSG00000033227	ENSMUST00000189544	167096_f_at
ENSMUSG00000004609	ENSMUST00000205503	134768_at
ENSMUSG00000004609	ENSMUST00000004728	134768_at
ENSMUSG00000004609	ENSMUST00000039861	134768_at
ENSMUSG00000004609	ENSMUST00000206371	134768_at
ENSMUSG00000024287	ENSMUST00000234324	129640_at
ENSMUSG00000024287	ENSMUST00000234901	129640_at
ENSMUSG00000024287	ENSMUST00000234600	129640_at
ENSMUSG00000024287	ENSMUST00000235035	129640_at
ENSMUSG00000050310	ENSMUST00000226181	167763_at
ENSMUSG00000050310	ENSMUST00000061656	166675_at
ENSMUSG00000061751	ENSMUST00000114973	135455_at
ENSMUSG00000061751	ENSMUST00000132002	135455_at
ENSMUSG00000061751	ENSMUST00000114963	166134_at
ENSMUSG00000061751	ENSMUST00000114966	166134_at
ENSMUSG00000061751	ENSMUST00000142817	166134_at
ENSMUSG00000061751	ENSMUST00000232157	166134_at
ENSMUSG00000061751	ENSMUST00000114964	166134_at
ENSMUSG00000061751	ENSMUST00000114960	136206_at
ENSMUSG00000061751	ENSMUST00000114954	136206_at
ENSMUSG00000061751	ENSMUST00000089655	136206_at
ENSMUSG00000061751	ENSMUST00000114953	136206_at
ENSMUSG00000061751	ENSMUST00000151491	136206_at
ENSMUSG00000026427	ENSMUST00000151874	139257_at
ENSMUSG00000026427	ENSMUST00000068791	139257_at
ENSMUSG00000004347	ENSMUST00000044505	135249_at
ENSMUSG00000074024	ENSMUST00000182578	165827_at
ENSMUSG00000074024	ENSMUST00000182408	165827_at
ENSMUSG00000074024	ENSMUST00000098305	165827_at
ENSMUSG00000020435	ENSMUST00000102950	166099_i_at
ENSMUSG00000020435	ENSMUST00000070552	166099_i_at
ENSMUSG00000020435	ENSMUST00000101632	166099_i_at
ENSMUSG00000117775	ENSMUST00000237947	136654_at
ENSMUSG00000044067	ENSMUST00000057783	135327_at
ENSMUSG00000044067	ENSMUST00000176710	135327_at
ENSMUSG00000044067	ENSMUST00000236002	135327_at
ENSMUSG00000023286	ENSMUST00000150846	129067_at
ENSMUSG00000023286	ENSMUST00000138218	129067_at
ENSMUSG00000093668	ENSMUST00000175955	167917_at
ENSMUSG00000096956	ENSMUST00000181536	134513_f_at
ENSMUSG00000028318	ENSMUST00000133157	133181_at
ENSMUSG00000028318	ENSMUST00000153252	133181_at
ENSMUSG00000056592	ENSMUST00000107972	165644_i_at
ENSMUSG00000056592	ENSMUST00000005597	165644_i_at
ENSMUSG00000053580	ENSMUST00000100330	132798_at
ENSMUSG00000044320	ENSMUST00000135556	167700_f_at
ENSMUSG00000044320	ENSMUST00000133380	167700_f_at
ENSMUSG00000044320	ENSMUST00000140168	167700_f_at
ENSMUSG00000021519	ENSMUST00000174011	133699_at
ENSMUSG00000021519	ENSMUST00000172597	133699_at
ENSMUSG00000024937	ENSMUST00000049295	140991_at
ENSMUSG00000038570	ENSMUST00000126478	168152_at
ENSMUSG00000067274	ENSMUST00000086519	166005_f_at
ENSMUSG00000067274	ENSMUST00000156359	166005_f_at
ENSMUSG00000024427	ENSMUST00000025295	135530_at
ENSMUSG00000114188	ENSMUST00000222330	133370_at
ENSMUSG00000034285	ENSMUST00000038570	132609_g_at
ENSMUSG00000034285	ENSMUST00000136552	132609_g_at
ENSMUSG00000034285	ENSMUST00000139737	132609_g_at
ENSMUSG00000034285	ENSMUST00000149603	132609_g_at
ENSMUSG00000107164	ENSMUST00000201035	165733_at
ENSMUSG00000107164	ENSMUST00000201035	166267_i_at
ENSMUSG00000070369	ENSMUST00000106237	167790_at
ENSMUSG00000070369	ENSMUST00000033051	167790_at
ENSMUSG00000070369	ENSMUST00000177111	167790_at
ENSMUSG00000070369	ENSMUST00000177383	167790_at
ENSMUSG00000107023	ENSMUST00000189629	130336_at
ENSMUSG00000107023	ENSMUST00000189629	134342_r_at
ENSMUSG00000047654	ENSMUST00000050373	166167_f_at
ENSMUSG00000020180	ENSMUST00000020397	139522_at
ENSMUSG00000053877	ENSMUST00000185401	130336_at
ENSMUSG00000053877	ENSMUST00000188124	130336_at
ENSMUSG00000053877	ENSMUST00000186672	130336_at
ENSMUSG00000053877	ENSMUST00000187164	130336_at
ENSMUSG00000053877	ENSMUST00000187040	130336_at
ENSMUSG00000053877	ENSMUST00000187040	134342_r_at
ENSMUSG00000053877	ENSMUST00000190390	130336_at
ENSMUSG00000053877	ENSMUST00000190390	134342_r_at
ENSMUSG00000053877	ENSMUST00000186954	130336_at
ENSMUSG00000053877	ENSMUST00000186954	134342_r_at
ENSMUSG00000053877	ENSMUST00000189812	135158_at
ENSMUSG00000053877	ENSMUST00000066582	130336_at
ENSMUSG00000048814	ENSMUST00000191724	170321_at
ENSMUSG00000030469	ENSMUST00000058104	137687_at
ENSMUSG00000010797	ENSMUST00000010941	165693_r_at
ENSMUSG00000099623	ENSMUST00000186039	131168_at
ENSMUSG00000081695	ENSMUST00000121462	134319_at
ENSMUSG00000112278	ENSMUST00000218555	139266_at
ENSMUSG00000063446	ENSMUST00000076670	136180_at
ENSMUSG00000063087	ENSMUST00000074702	138168_at
ENSMUSG00000063087	ENSMUST00000161096	138168_at
ENSMUSG00000041058	ENSMUST00000108246	136719_at
ENSMUSG00000041058	ENSMUST00000035982	136719_at
