Gene stable ID	Transcript stable ID	AFFY Mu11KsubA probe
ENSMUSG00000028048	ENSMUST00000197738	M24119_s_at
ENSMUSG00000028048	ENSMUST00000167998	M24119_s_at
ENSMUSG00000028048	ENSMUST00000200124	M24119_s_at
ENSMUSG00000028048	ENSMUST00000196887	M24119_s_at
ENSMUSG00000004630	ENSMUST00000136105	M21532_s_at
ENSMUSG00000004630	ENSMUST00000145855	M21532_s_at
ENSMUSG00000004630	ENSMUST00000142431	M21532_s_at
ENSMUSG00000004630	ENSMUST00000133459	M21532_s_at
ENSMUSG00000004630	ENSMUST00000004749	M21532_s_at
ENSMUSG00000004630	ENSMUST00000128566	M21532_s_at
ENSMUSG00000004630	ENSMUST00000144977	M21532_s_at
ENSMUSG00000079224	ENSMUST00000121217	C81524_rc_s_at
ENSMUSG00000029840	ENSMUST00000031866	d78188_s_at
ENSMUSG00000118353	ENSMUST00000235917	aa606494_s_at
ENSMUSG00000030138	ENSMUST00000032237	aa623849_s_at
ENSMUSG00000039835	ENSMUST00000207038	R75036_rc_at
ENSMUSG00000039835	ENSMUST00000037341	R75036_rc_at
ENSMUSG00000039835	ENSMUST00000100054	R75036_rc_at
ENSMUSG00000024425	ENSMUST00000236052	aa571530_s_at
ENSMUSG00000024425	ENSMUST00000236085	aa571530_s_at
ENSMUSG00000024425	ENSMUST00000025293	aa571530_s_at
ENSMUSG00000024425	ENSMUST00000236171	aa571530_s_at
ENSMUSG00000024425	ENSMUST00000238135	aa571530_s_at
ENSMUSG00000027660	ENSMUST00000118470	u10530_s_at
ENSMUSG00000027660	ENSMUST00000117728	u10530_s_at
ENSMUSG00000027660	ENSMUST00000118204	u10530_s_at
ENSMUSG00000027660	ENSMUST00000029194	u10530_s_at
ENSMUSG00000025488	ENSMUST00000026561	U15541_f_at
ENSMUSG00000042439	ENSMUST00000235822	aa209597_s_at
ENSMUSG00000042439	ENSMUST00000049016	aa209597_s_at
ENSMUSG00000042439	ENSMUST00000235493	aa209597_s_at
ENSMUSG00000042439	ENSMUST00000182852	aa209597_s_at
ENSMUSG00000042439	ENSMUST00000182478	aa209597_s_at
ENSMUSG00000042439	ENSMUST00000237756	aa209597_s_at
ENSMUSG00000042439	ENSMUST00000169679	aa209597_s_at
ENSMUSG00000101413	ENSMUST00000190220	AF011644_g_at
ENSMUSG00000101413	ENSMUST00000190220	AF011644_at
ENSMUSG00000034345	ENSMUST00000039487	aa444283_f_at
ENSMUSG00000034345	ENSMUST00000100955	aa444283_f_at
ENSMUSG00000053835	ENSMUST00000113760	L22338_at
ENSMUSG00000053835	ENSMUST00000174063	L22338_at
ENSMUSG00000023247	ENSMUST00000024015	u60528_s_at
ENSMUSG00000031897	ENSMUST00000212332	d85561_s_at
ENSMUSG00000031897	ENSMUST00000212686	d85561_s_at
ENSMUSG00000031897	ENSMUST00000034369	d85561_s_at
ENSMUSG00000031897	ENSMUST00000212938	d85561_s_at
ENSMUSG00000031897	ENSMUST00000212876	d85561_s_at
ENSMUSG00000031897	ENSMUST00000212595	d85561_s_at
ENSMUSG00000031897	ENSMUST00000212044	d85561_s_at
ENSMUSG00000056116	ENSMUST00000172633	m35244-2_s_at
ENSMUSG00000056116	ENSMUST00000058801	m35244-2_s_at
ENSMUSG00000056116	ENSMUST00000173280	m35244-2_s_at
ENSMUSG00000056116	ENSMUST00000080015	m35244-2_s_at
ENSMUSG00000056116	ENSMUST00000077960	m35244-2_s_at
ENSMUSG00000041420	ENSMUST00000176506	U57344_s_at
ENSMUSG00000041420	ENSMUST00000175946	U57344_s_at
ENSMUSG00000041420	ENSMUST00000177156	U57344_s_at
ENSMUSG00000041420	ENSMUST00000002495	U57344_s_at
ENSMUSG00000041420	ENSMUST00000176446	U57344_s_at
ENSMUSG00000041420	ENSMUST00000176714	U57344_s_at
ENSMUSG00000020783	ENSMUST00000021135	AA218110_at
ENSMUSG00000023067	ENSMUST00000119901	u09507_f_at
ENSMUSG00000023067	ENSMUST00000023829	u09507_f_at
ENSMUSG00000023067	ENSMUST00000233296	u09507_f_at
ENSMUSG00000023067	ENSMUST00000122348	u09507_f_at
ENSMUSG00000030111	ENSMUST00000032203	aa111276_s_at
ENSMUSG00000029004	ENSMUST00000094962	aa174677_s_at
ENSMUSG00000029004	ENSMUST00000115128	aa174677_s_at
ENSMUSG00000029004	ENSMUST00000196260	aa174677_s_at
ENSMUSG00000025358	ENSMUST00000026415	U63337_s_at
ENSMUSG00000025358	ENSMUST00000026416	U63337_s_at
ENSMUSG00000025358	ENSMUST00000219099	U63337_s_at
ENSMUSG00000025358	ENSMUST00000219983	U63337_s_at
ENSMUSG00000002297	ENSMUST00000002368	aa692716_g_at
ENSMUSG00000002297	ENSMUST00000002368	aa690055_at
ENSMUSG00000002297	ENSMUST00000002368	aa692716_at
ENSMUSG00000002297	ENSMUST00000171808	aa692716_g_at
ENSMUSG00000002297	ENSMUST00000171808	aa690055_at
ENSMUSG00000002297	ENSMUST00000171808	aa692716_at
ENSMUSG00000002297	ENSMUST00000168500	aa692716_g_at
ENSMUSG00000002297	ENSMUST00000168500	aa690055_at
ENSMUSG00000002297	ENSMUST00000168500	aa692716_at
ENSMUSG00000002297	ENSMUST00000168637	aa690055_at
ENSMUSG00000002297	ENSMUST00000168637	aa692716_at
ENSMUSG00000002297	ENSMUST00000163141	aa692716_g_at
ENSMUSG00000002297	ENSMUST00000166364	aa692716_g_at
ENSMUSG00000002297	ENSMUST00000197442	aa692716_g_at
ENSMUSG00000049723	ENSMUST00000120655	M82831_s_at
ENSMUSG00000049723	ENSMUST00000005950	M82831_s_at
ENSMUSG00000049723	ENSMUST00000148005	M82831_s_at
ENSMUSG00000049723	ENSMUST00000127722	M82831_s_at
ENSMUSG00000030654	ENSMUST00000032888	aa530176_at
ENSMUSG00000030654	ENSMUST00000205182	aa530176_at
ENSMUSG00000028712	ENSMUST00000030480	AA244719_i_at
ENSMUSG00000028712	ENSMUST00000030480	AA244719_f_at
ENSMUSG00000028712	ENSMUST00000030486	AA244719_i_at
ENSMUSG00000028712	ENSMUST00000030486	AA244719_f_at
ENSMUSG00000032978	ENSMUST00000106309	u90727_s_at
ENSMUSG00000032978	ENSMUST00000044426	u90727_s_at
ENSMUSG00000001995	ENSMUST00000212168	aa616577_s_at
ENSMUSG00000001995	ENSMUST00000212987	aa616577_s_at
ENSMUSG00000001995	ENSMUST00000108775	aa616577_s_at
ENSMUSG00000095847	ENSMUST00000080545	aa050526_f_at
ENSMUSG00000026799	ENSMUST00000028139	aa682045_rc_at
ENSMUSG00000026799	ENSMUST00000147547	aa682045_rc_at
ENSMUSG00000052812	ENSMUST00000045664	aa199023_at
ENSMUSG00000018425	ENSMUST00000018569	aa617621_s_at
ENSMUSG00000015711	ENSMUST00000015855	aa178134_s_at
ENSMUSG00000067212	ENSMUST00000174161	L00606_at
ENSMUSG00000067212	ENSMUST00000174161	m11284_s_at
ENSMUSG00000067212	ENSMUST00000102678	L00606_at
ENSMUSG00000067212	ENSMUST00000102678	m11284_s_at
ENSMUSG00000067212	ENSMUST00000174839	L00606_at
ENSMUSG00000067212	ENSMUST00000174839	m11284_s_at
ENSMUSG00000067212	ENSMUST00000174471	m11284_s_at
ENSMUSG00000029176	ENSMUST00000031072	aa185352_s_at
ENSMUSG00000029176	ENSMUST00000144574	aa185352_s_at
ENSMUSG00000029176	ENSMUST00000154980	aa185352_s_at
ENSMUSG00000029176	ENSMUST00000138629	aa185352_s_at
ENSMUSG00000015143	ENSMUST00000021554	aa571361_g_at
ENSMUSG00000015143	ENSMUST00000021554	aa571361_at
ENSMUSG00000015143	ENSMUST00000021554	aa184116_s_at
ENSMUSG00000015143	ENSMUST00000219634	aa184116_s_at
ENSMUSG00000015143	ENSMUST00000167327	aa571361_g_at
ENSMUSG00000015143	ENSMUST00000167327	aa571361_at
ENSMUSG00000015143	ENSMUST00000167327	aa184116_s_at
ENSMUSG00000015143	ENSMUST00000219382	aa184116_s_at
ENSMUSG00000063531	ENSMUST00000130116	aa408818_s_at
ENSMUSG00000063531	ENSMUST00000073957	aa408818_s_at
ENSMUSG00000023915	ENSMUST00000024708	R74815_rc_s_at
ENSMUSG00000021824	ENSMUST00000154460	aa273560_s_at
ENSMUSG00000021824	ENSMUST00000154460	aa611758_at
ENSMUSG00000021824	ENSMUST00000022371	aa273560_s_at
ENSMUSG00000075316	ENSMUST00000100064	L42338_s_at
ENSMUSG00000075316	ENSMUST00000112354	L42338_s_at
ENSMUSG00000075316	ENSMUST00000164384	L42338_s_at
ENSMUSG00000075316	ENSMUST00000100063	L42338_s_at
ENSMUSG00000075316	ENSMUST00000169900	L42338_s_at
ENSMUSG00000027419	ENSMUST00000028905	M55669_s_at
ENSMUSG00000037625	ENSMUST00000046174	U19582_s_at
ENSMUSG00000084157	ENSMUST00000117806	aa200970_s_at
ENSMUSG00000046636	ENSMUST00000050143	d86729_s_at
ENSMUSG00000029911	ENSMUST00000114779	aa473405_f_at
ENSMUSG00000029911	ENSMUST00000031971	aa473405_f_at
ENSMUSG00000029911	ENSMUST00000121360	aa473405_f_at
ENSMUSG00000029911	ENSMUST00000117411	aa473405_f_at
ENSMUSG00000029911	ENSMUST00000117830	aa473405_f_at
ENSMUSG00000113768	ENSMUST00000221499	C80148_rc_at
ENSMUSG00000022521	ENSMUST00000023165	AA204584_at
ENSMUSG00000049038	ENSMUST00000050813	aa285696_s_at
ENSMUSG00000049038	ENSMUST00000217027	aa285696_s_at
ENSMUSG00000049038	ENSMUST00000214607	aa285696_s_at
ENSMUSG00000049038	ENSMUST00000214193	aa285696_s_at
ENSMUSG00000015714	ENSMUST00000129267	aa218048_g_at
ENSMUSG00000015714	ENSMUST00000129267	aa218048_at
ENSMUSG00000015714	ENSMUST00000015858	aa218048_g_at
ENSMUSG00000015714	ENSMUST00000015858	aa218048_at
ENSMUSG00000015714	ENSMUST00000139866	aa218048_g_at
ENSMUSG00000015714	ENSMUST00000139866	aa218048_at
ENSMUSG00000015714	ENSMUST00000134702	aa218048_g_at
ENSMUSG00000015714	ENSMUST00000134702	aa218048_at
ENSMUSG00000015714	ENSMUST00000142398	aa218048_g_at
ENSMUSG00000015714	ENSMUST00000142398	aa218048_at
ENSMUSG00000033227	ENSMUST00000006716	M89800_s_at
ENSMUSG00000033227	ENSMUST00000189544	M89800_s_at
ENSMUSG00000024331	ENSMUST00000075214	L33779_s_at
ENSMUSG00000024331	ENSMUST00000075214	aa212752_at
ENSMUSG00000024331	ENSMUST00000039247	L33779_s_at
ENSMUSG00000024331	ENSMUST00000039247	aa212752_at
ENSMUSG00000024331	ENSMUST00000155407	L33779_s_at
ENSMUSG00000024331	ENSMUST00000155407	aa212752_at
ENSMUSG00000024331	ENSMUST00000128464	L33779_s_at
ENSMUSG00000024331	ENSMUST00000128464	aa212752_at
ENSMUSG00000062075	ENSMUST00000057623	C81595_rc_g_at
ENSMUSG00000062075	ENSMUST00000057623	aa050662_s_at
ENSMUSG00000062075	ENSMUST00000057623	C81595_rc_at
ENSMUSG00000062075	ENSMUST00000179022	C81595_rc_g_at
ENSMUSG00000062075	ENSMUST00000179022	aa050662_s_at
ENSMUSG00000006345	ENSMUST00000134503	U30509_s_at
ENSMUSG00000006345	ENSMUST00000006508	U30509_s_at
ENSMUSG00000006345	ENSMUST00000129020	U30509_s_at
ENSMUSG00000006345	ENSMUST00000156487	U30509_s_at
ENSMUSG00000006345	ENSMUST00000155186	U30509_s_at
ENSMUSG00000036513	ENSMUST00000160959	aa219776_s_at
ENSMUSG00000036513	ENSMUST00000041954	aa219776_s_at
ENSMUSG00000025375	ENSMUST00000142959	AF011908_g_at
ENSMUSG00000025375	ENSMUST00000142959	AF011908_at
ENSMUSG00000025375	ENSMUST00000064307	AF011908_g_at
ENSMUSG00000025375	ENSMUST00000064307	AF011908_at
ENSMUSG00000025375	ENSMUST00000150730	AF011908_g_at
ENSMUSG00000025375	ENSMUST00000150730	AF011908_at
ENSMUSG00000025375	ENSMUST00000103019	AF011908_g_at
ENSMUSG00000025375	ENSMUST00000103019	AF011908_at
ENSMUSG00000025375	ENSMUST00000103020	AF011908_g_at
ENSMUSG00000025375	ENSMUST00000103020	AF011908_at
ENSMUSG00000061751	ENSMUST00000114973	c81463_rc_at
ENSMUSG00000061751	ENSMUST00000231657	c81463_rc_at
ENSMUSG00000061751	ENSMUST00000114960	AA673405_rc_at
ENSMUSG00000061751	ENSMUST00000114954	AA673405_rc_at
ENSMUSG00000061751	ENSMUST00000089655	AA673405_rc_at
ENSMUSG00000061751	ENSMUST00000114953	AA673405_rc_at
ENSMUSG00000061751	ENSMUST00000151491	AA673405_rc_at
ENSMUSG00000113705	ENSMUST00000223042	AA517665_rc_i_at
ENSMUSG00000026427	ENSMUST00000112446	aa590995_s_at
ENSMUSG00000026427	ENSMUST00000068805	aa590995_s_at
ENSMUSG00000026427	ENSMUST00000149119	aa590995_s_at
ENSMUSG00000026427	ENSMUST00000151874	aa590995_s_at
ENSMUSG00000026427	ENSMUST00000131855	aa590995_s_at
ENSMUSG00000026427	ENSMUST00000153651	aa590995_s_at
ENSMUSG00000004347	ENSMUST00000114327	l76946_s_at
ENSMUSG00000004347	ENSMUST00000170774	l76946_s_at
ENSMUSG00000004347	ENSMUST00000203462	l76946_s_at
ENSMUSG00000035933	ENSMUST00000036862	aa277621_s_at
ENSMUSG00000018672	ENSMUST00000018816	aa222096_at
ENSMUSG00000018672	ENSMUST00000018816	aa222096_g_at
ENSMUSG00000018672	ENSMUST00000154191	aa222096_g_at
ENSMUSG00000018672	ENSMUST00000147710	aa222096_at
ENSMUSG00000018672	ENSMUST00000147710	aa222096_g_at
ENSMUSG00000071451	ENSMUST00000124996	aa124813_s_at
ENSMUSG00000071451	ENSMUST00000147632	aa124813_s_at
ENSMUSG00000041488	ENSMUST00000075304	d29800_at
ENSMUSG00000041488	ENSMUST00000075304	d29800_g_at
ENSMUSG00000041488	ENSMUST00000047698	d29800_at
ENSMUSG00000041488	ENSMUST00000047698	d29800_g_at
ENSMUSG00000041488	ENSMUST00000211641	d29800_at
ENSMUSG00000041488	ENSMUST00000211641	d29800_g_at
ENSMUSG00000041488	ENSMUST00000069285	d29800_at
ENSMUSG00000041488	ENSMUST00000069285	d29800_g_at
ENSMUSG00000041488	ENSMUST00000211047	d29800_g_at
ENSMUSG00000041488	ENSMUST00000210481	d29800_g_at
ENSMUSG00000071356	ENSMUST00000204873	d63359_s_at
ENSMUSG00000071356	ENSMUST00000096904	d63359_s_at
ENSMUSG00000071356	ENSMUST00000203266	d63359_s_at
ENSMUSG00000071356	ENSMUST00000204760	d63359_s_at
ENSMUSG00000047879	ENSMUST00000092096	aa277739_at
ENSMUSG00000047879	ENSMUST00000116669	aa277739_at
ENSMUSG00000047879	ENSMUST00000133594	aa277739_at
ENSMUSG00000028318	ENSMUST00000133157	D14336_s_at
ENSMUSG00000028318	ENSMUST00000029999	D14336_s_at
ENSMUSG00000028318	ENSMUST00000107814	D14336_s_at
ENSMUSG00000028318	ENSMUST00000054723	D14336_s_at
ENSMUSG00000028318	ENSMUST00000150663	D14336_s_at
ENSMUSG00000028318	ENSMUST00000153252	D14336_s_at
ENSMUSG00000044006	ENSMUST00000057831	aa407300_rc_at
ENSMUSG00000082622	ENSMUST00000121223	AA589623_rc_at
ENSMUSG00000005204	ENSMUST00000005336	aa250241_at
ENSMUSG00000005204	ENSMUST00000005336	aa250241_g_at
ENSMUSG00000005204	ENSMUST00000123084	aa250241_at
ENSMUSG00000005204	ENSMUST00000123084	aa250241_g_at
ENSMUSG00000005204	ENSMUST00000066760	aa250241_at
ENSMUSG00000005204	ENSMUST00000066760	aa250241_g_at
ENSMUSG00000005204	ENSMUST00000153516	aa250241_at
ENSMUSG00000005204	ENSMUST00000153516	aa250241_g_at
ENSMUSG00000005204	ENSMUST00000134942	aa250241_at
ENSMUSG00000005204	ENSMUST00000134942	aa250241_g_at
ENSMUSG00000005204	ENSMUST00000142206	aa250241_at
ENSMUSG00000005204	ENSMUST00000142206	aa250241_g_at
ENSMUSG00000005204	ENSMUST00000135372	aa250241_at
ENSMUSG00000005204	ENSMUST00000135372	aa250241_g_at
ENSMUSG00000060373	ENSMUST00000111610	aa543665_f_at
ENSMUSG00000060373	ENSMUST00000111610	C80267_rc_f_at
ENSMUSG00000060373	ENSMUST00000111610	C80478_rc_f_at
ENSMUSG00000060373	ENSMUST00000111610	aa674148_at
ENSMUSG00000060373	ENSMUST00000227242	aa543665_f_at
ENSMUSG00000060373	ENSMUST00000227242	C80267_rc_f_at
ENSMUSG00000060373	ENSMUST00000227242	C80478_rc_f_at
ENSMUSG00000060373	ENSMUST00000227242	aa674148_at
ENSMUSG00000060373	ENSMUST00000228198	aa543665_f_at
ENSMUSG00000060373	ENSMUST00000228198	C80267_rc_f_at
ENSMUSG00000060373	ENSMUST00000228198	C80478_rc_f_at
ENSMUSG00000060373	ENSMUST00000228198	aa674148_at
ENSMUSG00000060373	ENSMUST00000228748	aa543665_f_at
ENSMUSG00000060373	ENSMUST00000228748	C80267_rc_f_at
ENSMUSG00000060373	ENSMUST00000228748	C80478_rc_f_at
ENSMUSG00000060373	ENSMUST00000228748	aa674148_at
ENSMUSG00000060373	ENSMUST00000227458	aa543665_f_at
ENSMUSG00000060373	ENSMUST00000227458	C80267_rc_f_at
ENSMUSG00000060373	ENSMUST00000227458	C80478_rc_f_at
ENSMUSG00000060373	ENSMUST00000227458	aa674148_at
ENSMUSG00000060373	ENSMUST00000227536	aa543665_f_at
ENSMUSG00000060373	ENSMUST00000227536	C80267_rc_f_at
ENSMUSG00000060373	ENSMUST00000227536	C80478_rc_f_at
ENSMUSG00000060373	ENSMUST00000228232	aa543665_f_at
ENSMUSG00000060373	ENSMUST00000228232	C80267_rc_f_at
ENSMUSG00000060373	ENSMUST00000228232	C80478_rc_f_at
ENSMUSG00000060373	ENSMUST00000164655	aa543665_f_at
ENSMUSG00000060373	ENSMUST00000164655	C80267_rc_f_at
ENSMUSG00000060373	ENSMUST00000164655	C80478_rc_f_at
ENSMUSG00000060373	ENSMUST00000164655	aa674148_at
ENSMUSG00000029016	ENSMUST00000137724	AF030106_at
ENSMUSG00000029016	ENSMUST00000105711	AF030106_at
ENSMUSG00000029016	ENSMUST00000030879	AF030106_at
ENSMUSG00000045679	ENSMUST00000140933	C78076_rc_at
ENSMUSG00000045679	ENSMUST00000054536	C78076_rc_at
ENSMUSG00000045679	ENSMUST00000222203	C78076_rc_at
ENSMUSG00000076749	ENSMUST00000103558	M12839_g_at
ENSMUSG00000076749	ENSMUST00000103558	m54996_s_at
ENSMUSG00000020840	ENSMUST00000021197	aa727273_s_at
ENSMUSG00000020840	ENSMUST00000168124	aa727273_s_at
ENSMUSG00000031851	ENSMUST00000034313	C76049_rc_at
ENSMUSG00000031851	ENSMUST00000138656	C76049_rc_at
ENSMUSG00000031851	ENSMUST00000152189	C76049_rc_at
ENSMUSG00000091682	ENSMUST00000198163	M12839_g_at
ENSMUSG00000091682	ENSMUST00000198163	M12839_at
ENSMUSG00000091682	ENSMUST00000198163	m54996_s_at
ENSMUSG00000091682	ENSMUST00000164407	M12839_g_at
ENSMUSG00000091682	ENSMUST00000164407	M12839_at
ENSMUSG00000091682	ENSMUST00000164407	m54996_s_at
ENSMUSG00000083465	ENSMUST00000117842	aa269931_s_at
ENSMUSG00000076752	ENSMUST00000103561	M12839_g_at
ENSMUSG00000076752	ENSMUST00000103561	m54996_s_at
ENSMUSG00000067274	ENSMUST00000086519	C76057_rc_f_at
ENSMUSG00000067274	ENSMUST00000156359	C76057_rc_f_at
ENSMUSG00000054999	ENSMUST00000044451	aa617076_at
ENSMUSG00000021520	ENSMUST00000021993	aa183581_s_at
ENSMUSG00000021520	ENSMUST00000174606	aa183581_s_at
ENSMUSG00000074826	ENSMUST00000168767	aa163363_s_at
ENSMUSG00000074826	ENSMUST00000099412	aa163363_s_at
ENSMUSG00000015869	ENSMUST00000152874	aa590086_g_at
ENSMUSG00000015869	ENSMUST00000106391	aa590086_g_at
ENSMUSG00000015869	ENSMUST00000140917	aa590086_g_at
ENSMUSG00000015869	ENSMUST00000147858	aa590086_g_at
ENSMUSG00000015869	ENSMUST00000142480	aa590086_g_at
ENSMUSG00000026095	ENSMUST00000027264	aa170909_s_at
ENSMUSG00000026095	ENSMUST00000123519	aa170909_s_at
ENSMUSG00000030884	ENSMUST00000033176	aa667872_s_at
ENSMUSG00000030884	ENSMUST00000150675	aa667872_s_at
ENSMUSG00000030884	ENSMUST00000208400	aa667872_s_at
ENSMUSG00000030884	ENSMUST00000123704	aa667872_s_at
ENSMUSG00000108729	ENSMUST00000205579	aa268619_s_at
ENSMUSG00000107023	ENSMUST00000189629	C80749_rc_g_at
ENSMUSG00000107023	ENSMUST00000206825	C80749_rc_g_at
ENSMUSG00000007653	ENSMUST00000007797	U14419_s_at
ENSMUSG00000007653	ENSMUST00000192403	U14419_s_at
ENSMUSG00000033416	ENSMUST00000039796	aa183152_s_at
ENSMUSG00000033416	ENSMUST00000118936	aa183152_s_at
ENSMUSG00000076757	ENSMUST00000179181	m12815_at
ENSMUSG00000076757	ENSMUST00000179181	m12815_g_at
ENSMUSG00000026097	ENSMUST00000027266	aa217287_s_at
ENSMUSG00000021907	ENSMUST00000022464	U89840_s_at
ENSMUSG00000021907	ENSMUST00000130397	U89840_s_at
ENSMUSG00000089814	ENSMUST00000117891	aa541866_s_at
ENSMUSG00000029838	ENSMUST00000101534	D90225_s_at
ENSMUSG00000026339	ENSMUST00000036025	aa607927_at
ENSMUSG00000026339	ENSMUST00000112621	aa607927_at
ENSMUSG00000027386	ENSMUST00000110324	aa021959_s_at
ENSMUSG00000027386	ENSMUST00000028864	aa021959_s_at
ENSMUSG00000079516	ENSMUST00000101272	d63358_s_at
ENSMUSG00000078941	ENSMUST00000022135	aa182980_s_at
ENSMUSG00000078941	ENSMUST00000022135	AA217531_s_at
ENSMUSG00000108414	ENSMUST00000206155	aa543872_s_at
ENSMUSG00000108414	ENSMUST00000205539	aa543872_s_at
ENSMUSG00000108414	ENSMUST00000206519	aa543872_s_at
ENSMUSG00000108414	ENSMUST00000205909	aa543872_s_at
ENSMUSG00000108414	ENSMUST00000205274	aa543872_s_at
ENSMUSG00000108414	ENSMUST00000206113	aa543872_s_at
ENSMUSG00000108414	ENSMUST00000205825	aa543872_s_at
ENSMUSG00000108414	ENSMUST00000206135	aa543872_s_at
ENSMUSG00000108414	ENSMUST00000205389	aa543872_s_at
ENSMUSG00000108414	ENSMUST00000205576	aa543872_s_at
ENSMUSG00000108414	ENSMUST00000206961	aa543872_s_at
ENSMUSG00000108414	ENSMUST00000206926	aa543872_s_at
ENSMUSG00000108414	ENSMUST00000206462	aa543872_s_at
ENSMUSG00000108414	ENSMUST00000205852	aa543872_s_at
ENSMUSG00000108414	ENSMUST00000206383	aa543872_s_at
ENSMUSG00000108414	ENSMUST00000206255	aa543872_s_at
ENSMUSG00000108414	ENSMUST00000206786	aa543872_s_at
ENSMUSG00000108414	ENSMUST00000206029	aa543872_s_at
ENSMUSG00000045316	ENSMUST00000049642	aa071850_s_at
ENSMUSG00000113814	ENSMUST00000223225	C80148_rc_at
ENSMUSG00000015176	ENSMUST00000225780	U53546_f_at
ENSMUSG00000015176	ENSMUST00000223728	U53546_f_at
ENSMUSG00000015176	ENSMUST00000235620	U53546_f_at
ENSMUSG00000015176	ENSMUST00000225758	U53546_f_at
ENSMUSG00000015176	ENSMUST00000223683	U53546_f_at
ENSMUSG00000015176	ENSMUST00000165017	U53546_f_at
ENSMUSG00000024238	ENSMUST00000025081	d76432_s_at
ENSMUSG00000031628	ENSMUST00000211115	u54803_s_at
ENSMUSG00000031628	ENSMUST00000093517	u54803_s_at
ENSMUSG00000057561	ENSMUST00000238168	aa175295_s_at
ENSMUSG00000057561	ENSMUST00000238168	aa571638_at
ENSMUSG00000057561	ENSMUST00000078079	aa175295_s_at
ENSMUSG00000057561	ENSMUST00000078079	aa571638_at
ENSMUSG00000057561	ENSMUST00000235973	aa175295_s_at
ENSMUSG00000057561	ENSMUST00000235973	aa571638_at
ENSMUSG00000057561	ENSMUST00000235455	aa175295_s_at
ENSMUSG00000057561	ENSMUST00000235455	aa571638_at
ENSMUSG00000057561	ENSMUST00000237478	aa175295_s_at
ENSMUSG00000057561	ENSMUST00000237478	aa571638_at
ENSMUSG00000057561	ENSMUST00000168382	aa175295_s_at
ENSMUSG00000057561	ENSMUST00000168382	aa571638_at
ENSMUSG00000027164	ENSMUST00000004949	D84655_s_at
ENSMUSG00000027164	ENSMUST00000004949	aa118698_at
ENSMUSG00000027164	ENSMUST00000004949	aa118698_g_at
ENSMUSG00000037712	ENSMUST00000045905	aa184286_s_at
ENSMUSG00000030785	ENSMUST00000033049	u08439_f_at
ENSMUSG00000038745	ENSMUST00000183845	AA691606_at
ENSMUSG00000038745	ENSMUST00000183845	AA691606_g_at
ENSMUSG00000038745	ENSMUST00000106045	AA691606_at
ENSMUSG00000038745	ENSMUST00000106045	AA691606_g_at
ENSMUSG00000029082	ENSMUST00000101237	l32812_s_at
ENSMUSG00000029082	ENSMUST00000118126	l32812_s_at
ENSMUSG00000029082	ENSMUST00000125838	l32812_s_at
ENSMUSG00000029664	ENSMUST00000031674	D50586_at
ENSMUSG00000029664	ENSMUST00000203257	D50586_at
ENSMUSG00000112961	ENSMUST00000223433	AA517665_rc_i_at
ENSMUSG00000020925	ENSMUST00000092569	aa574968_s_at
ENSMUSG00000020925	ENSMUST00000124869	aa574968_s_at
ENSMUSG00000020925	ENSMUST00000164506	aa574968_s_at
ENSMUSG00000024833	ENSMUST00000025752	D13546_s_at
ENSMUSG00000024833	ENSMUST00000237735	D13546_s_at
ENSMUSG00000024833	ENSMUST00000165143	D13546_s_at
ENSMUSG00000024833	ENSMUST00000236089	D13546_s_at
ENSMUSG00000026167	ENSMUST00000006718	U61969_s_at
ENSMUSG00000026167	ENSMUST00000187238	U61969_s_at
ENSMUSG00000042198	ENSMUST00000108386	AA276061_f_at
ENSMUSG00000042198	ENSMUST00000121110	AA276061_f_at
ENSMUSG00000042198	ENSMUST00000149544	AA276061_f_at
ENSMUSG00000042198	ENSMUST00000121651	AA276061_f_at
ENSMUSG00000042198	ENSMUST00000041122	AA276061_f_at
ENSMUSG00000042198	ENSMUST00000120732	AA276061_f_at
ENSMUSG00000042198	ENSMUST00000150618	AA276061_f_at
ENSMUSG00000042198	ENSMUST00000119307	AA276061_f_at
ENSMUSG00000042198	ENSMUST00000123769	AA276061_f_at
ENSMUSG00000042198	ENSMUST00000131746	AA276061_f_at
ENSMUSG00000042198	ENSMUST00000119403	AA276061_f_at
ENSMUSG00000042198	ENSMUST00000137037	AA276061_f_at
ENSMUSG00000091971	ENSMUST00000087328	m12572_at
ENSMUSG00000019982	ENSMUST00000188495	m12848_s_at
ENSMUSG00000019982	ENSMUST00000020158	m12848_s_at
ENSMUSG00000040785	ENSMUST00000117648	aa408030_rc_at
ENSMUSG00000040785	ENSMUST00000231569	aa408030_rc_at
ENSMUSG00000040785	ENSMUST00000232395	aa408030_rc_at
ENSMUSG00000040785	ENSMUST00000232660	aa408030_rc_at
ENSMUSG00000040785	ENSMUST00000231915	aa408030_rc_at
ENSMUSG00000040785	ENSMUST00000139607	aa408030_rc_at
ENSMUSG00000040785	ENSMUST00000232368	aa408030_rc_at
ENSMUSG00000024182	ENSMUST00000074370	AF009011_s_at
ENSMUSG00000024182	ENSMUST00000163421	AF009011_s_at
ENSMUSG00000100551	ENSMUST00000187109	aa521794_s_at
