Gene stable ID	Transcript stable ID	AFFY MG U74C probe
ENSMUSG00000030835	ENSMUST00000033121	133711_at
ENSMUSG00000030835	ENSMUST00000182305	133711_at
ENSMUSG00000109166	ENSMUST00000190145	131168_at
ENSMUSG00000072893	ENSMUST00000137442	138081_at
ENSMUSG00000072893	ENSMUST00000132226	138081_at
ENSMUSG00000023353	ENSMUST00000024123	138986_at
ENSMUSG00000023353	ENSMUST00000024123	138987_g_at
ENSMUSG00000023353	ENSMUST00000212381	138986_at
ENSMUSG00000023353	ENSMUST00000199647	138988_at
ENSMUSG00000023353	ENSMUST00000199647	138986_at
ENSMUSG00000023353	ENSMUST00000199647	138987_g_at
ENSMUSG00000023353	ENSMUST00000199856	138986_at
ENSMUSG00000023353	ENSMUST00000199856	138987_g_at
ENSMUSG00000008683	ENSMUST00000131374	136662_at
ENSMUSG00000008683	ENSMUST00000172457	136662_at
ENSMUSG00000029736	ENSMUST00000031749	133194_at
ENSMUSG00000029736	ENSMUST00000183706	133194_at
ENSMUSG00000029736	ENSMUST00000172554	133194_at
ENSMUSG00000027993	ENSMUST00000107692	138127_at
ENSMUSG00000027993	ENSMUST00000107691	138127_at
ENSMUSG00000027993	ENSMUST00000107695	138127_at
ENSMUSG00000027993	ENSMUST00000065380	138127_at
ENSMUSG00000027993	ENSMUST00000128574	138127_at
ENSMUSG00000027993	ENSMUST00000054990	138127_at
ENSMUSG00000027993	ENSMUST00000107693	138127_at
ENSMUSG00000020599	ENSMUST00000020920	134830_at
ENSMUSG00000020599	ENSMUST00000103062	134830_at
ENSMUSG00000027784	ENSMUST00000029355	136688_at
ENSMUSG00000024477	ENSMUST00000236216	133482_at
ENSMUSG00000066037	ENSMUST00000148843	134853_at
ENSMUSG00000066037	ENSMUST00000148843	140881_at
ENSMUSG00000066037	ENSMUST00000148843	136071_at
ENSMUSG00000066037	ENSMUST00000182327	134853_at
ENSMUSG00000047388	ENSMUST00000109099	130730_f_at
ENSMUSG00000103651	ENSMUST00000195512	139764_at
ENSMUSG00000047420	ENSMUST00000051176	133900_at
ENSMUSG00000001911	ENSMUST00000148746	139742_at
ENSMUSG00000001911	ENSMUST00000109764	139742_at
ENSMUSG00000108929	ENSMUST00000224596	129418_at
ENSMUSG00000108929	ENSMUST00000207801	129418_at
ENSMUSG00000108929	ENSMUST00000207791	129418_at
ENSMUSG00000031847	ENSMUST00000070577	139155_at
ENSMUSG00000031847	ENSMUST00000070577	129740_at
ENSMUSG00000031847	ENSMUST00000213068	129740_at
ENSMUSG00000015837	ENSMUST00000015981	130488_f_at
ENSMUSG00000015837	ENSMUST00000102774	130488_f_at
ENSMUSG00000015837	ENSMUST00000136936	130488_f_at
ENSMUSG00000015837	ENSMUST00000131214	138538_at
ENSMUSG00000015837	ENSMUST00000147846	138538_at
ENSMUSG00000032878	ENSMUST00000093253	139127_at
ENSMUSG00000032878	ENSMUST00000146385	139127_at
ENSMUSG00000032878	ENSMUST00000042534	139127_at
ENSMUSG00000032878	ENSMUST00000109502	139127_at
ENSMUSG00000008333	ENSMUST00000008477	129902_r_at
ENSMUSG00000008333	ENSMUST00000134091	129902_r_at
ENSMUSG00000029272	ENSMUST00000031201	130124_at
ENSMUSG00000032691	ENSMUST00000079476	140451_at
ENSMUSG00000032691	ENSMUST00000101148	140451_at
ENSMUSG00000037159	ENSMUST00000038907	137190_f_at
ENSMUSG00000002608	ENSMUST00000002683	128520_at
ENSMUSG00000002608	ENSMUST00000134201	128520_at
ENSMUSG00000051331	ENSMUST00000186889	137133_s_at
ENSMUSG00000026694	ENSMUST00000028017	138457_at
ENSMUSG00000026694	ENSMUST00000159817	138457_at
ENSMUSG00000109060	ENSMUST00000207881	131168_at
ENSMUSG00000023764	ENSMUST00000144447	130475_f_at
ENSMUSG00000023764	ENSMUST00000137633	130475_f_at
ENSMUSG00000071855	ENSMUST00000072835	135500_at
ENSMUSG00000029840	ENSMUST00000031866	132006_at
ENSMUSG00000017309	ENSMUST00000017453	130661_at
ENSMUSG00000017309	ENSMUST00000107163	130661_at
ENSMUSG00000017309	ENSMUST00000107164	130661_at
ENSMUSG00000046031	ENSMUST00000062784	135693_at
ENSMUSG00000086448	ENSMUST00000154919	141076_at
ENSMUSG00000035936	ENSMUST00000037615	128830_r_at
ENSMUSG00000078234	ENSMUST00000105031	139138_at
ENSMUSG00000041498	ENSMUST00000201676	131694_at
ENSMUSG00000041498	ENSMUST00000189413	131694_at
ENSMUSG00000041498	ENSMUST00000047817	131694_at
ENSMUSG00000020783	ENSMUST00000021135	138098_at
ENSMUSG00000020859	ENSMUST00000132605	135024_at
ENSMUSG00000069255	ENSMUST00000221725	139525_at
ENSMUSG00000069255	ENSMUST00000095914	139525_at
ENSMUSG00000116851	ENSMUST00000232255	131605_at
ENSMUSG00000113701	ENSMUST00000223006	138149_at
ENSMUSG00000018425	ENSMUST00000018569	129071_at
ENSMUSG00000038712	ENSMUST00000152640	130072_at
ENSMUSG00000038712	ENSMUST00000147963	130072_at
ENSMUSG00000025357	ENSMUST00000026414	140138_f_at
ENSMUSG00000025357	ENSMUST00000219834	140138_f_at
ENSMUSG00000020282	ENSMUST00000020524	129023_at
ENSMUSG00000020282	ENSMUST00000143036	129023_at
ENSMUSG00000020282	ENSMUST00000146179	129023_at
ENSMUSG00000020282	ENSMUST00000143988	129023_at
ENSMUSG00000020282	ENSMUST00000142274	129023_at
ENSMUSG00000020282	ENSMUST00000137125	129023_at
ENSMUSG00000019856	ENSMUST00000020003	134700_at
ENSMUSG00000019856	ENSMUST00000218780	134700_at
ENSMUSG00000019856	ENSMUST00000217939	134700_at
ENSMUSG00000019856	ENSMUST00000218659	134700_at
ENSMUSG00000019856	ENSMUST00000171807	134700_at
ENSMUSG00000019856	ENSMUST00000165986	134700_at
ENSMUSG00000019856	ENSMUST00000163761	134700_at
ENSMUSG00000019856	ENSMUST00000169866	134700_at
ENSMUSG00000019856	ENSMUST00000164393	134700_at
ENSMUSG00000042345	ENSMUST00000236745	137666_at
ENSMUSG00000027419	ENSMUST00000028905	140490_at
ENSMUSG00000095190	ENSMUST00000191073	131168_at
ENSMUSG00000095190	ENSMUST00000179491	131168_at
ENSMUSG00000020648	ENSMUST00000219098	133297_at
ENSMUSG00000029911	ENSMUST00000114779	135643_at
ENSMUSG00000045613	ENSMUST00000172278	138097_f_at
ENSMUSG00000004609	ENSMUST00000205503	134768_at
ENSMUSG00000004609	ENSMUST00000004728	134768_at
ENSMUSG00000004609	ENSMUST00000039861	134768_at
ENSMUSG00000004609	ENSMUST00000206371	134768_at
ENSMUSG00000024287	ENSMUST00000234324	129640_at
ENSMUSG00000024287	ENSMUST00000234901	129640_at
ENSMUSG00000024287	ENSMUST00000234600	129640_at
ENSMUSG00000024287	ENSMUST00000235035	129640_at
ENSMUSG00000061751	ENSMUST00000114973	135455_at
ENSMUSG00000061751	ENSMUST00000132002	135455_at
ENSMUSG00000061751	ENSMUST00000114960	136206_at
ENSMUSG00000061751	ENSMUST00000114954	136206_at
ENSMUSG00000061751	ENSMUST00000089655	136206_at
ENSMUSG00000061751	ENSMUST00000114953	136206_at
ENSMUSG00000061751	ENSMUST00000151491	136206_at
ENSMUSG00000026427	ENSMUST00000151874	139257_at
ENSMUSG00000026427	ENSMUST00000068791	139257_at
ENSMUSG00000004347	ENSMUST00000044505	135249_at
ENSMUSG00000117775	ENSMUST00000237947	136654_at
ENSMUSG00000044067	ENSMUST00000057783	135327_at
ENSMUSG00000044067	ENSMUST00000176710	135327_at
ENSMUSG00000044067	ENSMUST00000236002	135327_at
ENSMUSG00000023286	ENSMUST00000150846	129067_at
ENSMUSG00000023286	ENSMUST00000138218	129067_at
ENSMUSG00000041488	ENSMUST00000075304	130436_at
ENSMUSG00000041488	ENSMUST00000047698	130436_at
ENSMUSG00000041488	ENSMUST00000069285	130436_at
ENSMUSG00000096956	ENSMUST00000181536	134513_f_at
ENSMUSG00000028318	ENSMUST00000133157	133181_at
ENSMUSG00000028318	ENSMUST00000153252	133181_at
ENSMUSG00000053580	ENSMUST00000100330	132798_at
ENSMUSG00000021519	ENSMUST00000174011	133699_at
ENSMUSG00000021519	ENSMUST00000172597	133699_at
ENSMUSG00000024937	ENSMUST00000049295	140991_at
ENSMUSG00000024427	ENSMUST00000025295	135530_at
ENSMUSG00000114188	ENSMUST00000222330	133370_at
ENSMUSG00000034285	ENSMUST00000038570	132609_g_at
ENSMUSG00000034285	ENSMUST00000136552	132609_g_at
ENSMUSG00000034285	ENSMUST00000139737	132609_g_at
ENSMUSG00000034285	ENSMUST00000149603	132609_g_at
ENSMUSG00000107023	ENSMUST00000189629	134342_r_at
ENSMUSG00000107023	ENSMUST00000189629	130336_at
ENSMUSG00000020180	ENSMUST00000020397	139522_at
ENSMUSG00000053877	ENSMUST00000185401	130336_at
ENSMUSG00000053877	ENSMUST00000188124	130336_at
ENSMUSG00000053877	ENSMUST00000186672	130336_at
ENSMUSG00000053877	ENSMUST00000187164	130336_at
ENSMUSG00000053877	ENSMUST00000187040	134342_r_at
ENSMUSG00000053877	ENSMUST00000187040	130336_at
ENSMUSG00000053877	ENSMUST00000190390	134342_r_at
ENSMUSG00000053877	ENSMUST00000190390	130336_at
ENSMUSG00000053877	ENSMUST00000186954	134342_r_at
ENSMUSG00000053877	ENSMUST00000186954	130336_at
ENSMUSG00000053877	ENSMUST00000189812	135158_at
ENSMUSG00000053877	ENSMUST00000066582	130336_at
ENSMUSG00000030469	ENSMUST00000058104	137687_at
ENSMUSG00000099623	ENSMUST00000186039	131168_at
ENSMUSG00000081695	ENSMUST00000121462	134319_at
ENSMUSG00000112278	ENSMUST00000218555	139266_at
ENSMUSG00000063446	ENSMUST00000076670	136180_at
ENSMUSG00000063087	ENSMUST00000074702	138168_at
ENSMUSG00000063087	ENSMUST00000161096	138168_at
ENSMUSG00000041058	ENSMUST00000108246	136719_at
ENSMUSG00000041058	ENSMUST00000035982	136719_at
ENSMUSG00000036452	ENSMUST00000097593	133374_at
ENSMUSG00000036452	ENSMUST00000137497	133374_at
ENSMUSG00000027387	ENSMUST00000028866	131423_at
ENSMUSG00000027164	ENSMUST00000004949	132117_at
ENSMUSG00000030785	ENSMUST00000033049	132733_at
ENSMUSG00000097767	ENSMUST00000182953	139503_at
ENSMUSG00000097767	ENSMUST00000181535	139503_at
ENSMUSG00000117780	ENSMUST00000236340	135464_at
ENSMUSG00000021994	ENSMUST00000063465	134046_at
ENSMUSG00000021994	ENSMUST00000134163	134046_at
ENSMUSG00000021994	ENSMUST00000112272	134046_at
ENSMUSG00000006313	ENSMUST00000006476	129412_s_at
ENSMUSG00000037523	ENSMUST00000130597	137168_at
ENSMUSG00000064147	ENSMUST00000233717	129148_at
ENSMUSG00000064147	ENSMUST00000233860	129148_at
ENSMUSG00000064147	ENSMUST00000139931	129148_at
ENSMUSG00000064147	ENSMUST00000233567	129148_at
ENSMUSG00000064147	ENSMUST00000087942	129148_at
ENSMUSG00000101436	ENSMUST00000185914	131168_at
ENSMUSG00000020079	ENSMUST00000020273	135436_at
ENSMUSG00000020079	ENSMUST00000162023	135436_at
ENSMUSG00000109516	ENSMUST00000207192	131168_at
ENSMUSG00000109516	ENSMUST00000177741	131168_at
ENSMUSG00000082660	ENSMUST00000121522	138553_at
ENSMUSG00000108991	ENSMUST00000209142	136546_at
ENSMUSG00000038563	ENSMUST00000125245	136546_at
ENSMUSG00000034226	ENSMUST00000037360	133045_at
ENSMUSG00000057738	ENSMUST00000124494	135064_at
ENSMUSG00000057738	ENSMUST00000152453	135064_at
ENSMUSG00000057738	ENSMUST00000201758	135064_at
ENSMUSG00000046096	ENSMUST00000060175	134686_r_at
ENSMUSG00000046096	ENSMUST00000208873	134686_r_at
ENSMUSG00000020627	ENSMUST00000020958	134341_f_at
ENSMUSG00000101076	ENSMUST00000190797	131168_at
ENSMUSG00000101280	ENSMUST00000186320	131168_at
ENSMUSG00000030641	ENSMUST00000032877	132418_at
ENSMUSG00000001552	ENSMUST00000124659	137020_at
ENSMUSG00000025877	ENSMUST00000052949	139274_at
ENSMUSG00000025877	ENSMUST00000153665	139274_at
ENSMUSG00000025877	ENSMUST00000132309	139274_at
ENSMUSG00000025877	ENSMUST00000126234	139274_at
ENSMUSG00000025877	ENSMUST00000123097	139274_at
ENSMUSG00000025877	ENSMUST00000148221	139274_at
ENSMUSG00000025877	ENSMUST00000149644	139274_at
ENSMUSG00000025877	ENSMUST00000135983	139274_at
ENSMUSG00000093536	ENSMUST00000160218	138187_at
ENSMUSG00000061601	ENSMUST00000030691	136680_at
ENSMUSG00000040351	ENSMUST00000043551	128590_at
ENSMUSG00000040351	ENSMUST00000199043	128590_at
ENSMUSG00000040351	ENSMUST00000200335	128590_at
ENSMUSG00000040351	ENSMUST00000200052	128590_at
ENSMUSG00000085396	ENSMUST00000205059	135641_at
ENSMUSG00000085396	ENSMUST00000124842	135641_at
ENSMUSG00000085396	ENSMUST00000204729	135641_at
ENSMUSG00000085953	ENSMUST00000129578	138367_at
ENSMUSG00000069072	ENSMUST00000108245	139144_at
ENSMUSG00000055415	ENSMUST00000077659	138416_at
ENSMUSG00000055415	ENSMUST00000238415	138416_at
ENSMUSG00000001211	ENSMUST00000001240	140899_at
ENSMUSG00000044468	ENSMUST00000061455	134703_at
ENSMUSG00000006289	ENSMUST00000159292	137095_at
ENSMUSG00000006289	ENSMUST00000160890	137095_at
ENSMUSG00000006289	ENSMUST00000162850	137095_at
ENSMUSG00000052144	ENSMUST00000204001	133463_at
ENSMUSG00000046139	ENSMUST00000061618	137615_f_at
ENSMUSG00000046139	ENSMUST00000061618	137616_r_at
ENSMUSG00000046139	ENSMUST00000238190	137615_f_at
ENSMUSG00000046139	ENSMUST00000238190	137616_r_at
ENSMUSG00000037617	ENSMUST00000047348	136763_at
ENSMUSG00000037617	ENSMUST00000171205	136763_at
ENSMUSG00000037617	ENSMUST00000227524	136763_at
ENSMUSG00000037617	ENSMUST00000227582	136763_at
ENSMUSG00000037617	ENSMUST00000227715	136763_at
ENSMUSG00000037617	ENSMUST00000227849	136763_at
ENSMUSG00000020156	ENSMUST00000138801	135231_at
ENSMUSG00000020156	ENSMUST00000135598	135231_at
ENSMUSG00000020156	ENSMUST00000146538	135231_at
ENSMUSG00000028405	ENSMUST00000102973	137501_f_at
ENSMUSG00000001089	ENSMUST00000170102	138421_at
ENSMUSG00000001089	ENSMUST00000105849	138421_at
ENSMUSG00000001089	ENSMUST00000168936	137664_at
ENSMUSG00000001089	ENSMUST00000001116	138421_at
ENSMUSG00000096140	ENSMUST00000178772	133057_at
ENSMUSG00000049281	ENSMUST00000049941	133130_at
ENSMUSG00000049281	ENSMUST00000176185	133130_at
ENSMUSG00000049281	ENSMUST00000171835	133130_at
ENSMUSG00000049281	ENSMUST00000114956	133130_at
ENSMUSG00000049281	ENSMUST00000216398	133130_at
ENSMUSG00000014418	ENSMUST00000143627	136119_r_at
ENSMUSG00000039860	ENSMUST00000144211	138531_at
ENSMUSG00000097534	ENSMUST00000181167	135339_at
ENSMUSG00000055137	ENSMUST00000220514	137568_at
ENSMUSG00000055137	ENSMUST00000221138	137568_at
ENSMUSG00000055137	ENSMUST00000221467	137568_at
ENSMUSG00000027454	ENSMUST00000152991	140477_f_at
ENSMUSG00000027454	ENSMUST00000140950	140477_f_at
ENSMUSG00000027454	ENSMUST00000123217	140477_f_at
ENSMUSG00000042426	ENSMUST00000038574	140484_at
ENSMUSG00000044018	ENSMUST00000057829	133082_at
ENSMUSG00000106004	ENSMUST00000196145	130587_at
ENSMUSG00000106004	ENSMUST00000198110	130587_at
ENSMUSG00000094230	ENSMUST00000198681	130587_at
ENSMUSG00000094230	ENSMUST00000178227	130587_at
ENSMUSG00000029822	ENSMUST00000114468	135350_at
ENSMUSG00000029822	ENSMUST00000141466	135350_at
ENSMUSG00000003062	ENSMUST00000200323	133051_at
ENSMUSG00000019852	ENSMUST00000215836	136663_at
ENSMUSG00000053046	ENSMUST00000018971	138201_at
ENSMUSG00000053046	ENSMUST00000174499	138201_at
ENSMUSG00000053046	ENSMUST00000173285	138201_at
ENSMUSG00000053046	ENSMUST00000173941	138201_at
ENSMUSG00000053046	ENSMUST00000210065	138201_at
ENSMUSG00000027217	ENSMUST00000111265	140220_r_at
ENSMUSG00000014164	ENSMUST00000091583	130465_at
ENSMUSG00000014164	ENSMUST00000091583	133858_at
ENSMUSG00000014164	ENSMUST00000160860	130465_at
ENSMUSG00000014164	ENSMUST00000160860	133858_at
ENSMUSG00000040140	ENSMUST00000168073	134003_at
ENSMUSG00000040140	ENSMUST00000162232	134003_at
ENSMUSG00000030259	ENSMUST00000111704	134257_at
ENSMUSG00000030551	ENSMUST00000032768	134006_at
ENSMUSG00000030551	ENSMUST00000207153	134006_at
ENSMUSG00000024008	ENSMUST00000024805	138073_at
ENSMUSG00000024008	ENSMUST00000126993	138073_at
ENSMUSG00000024008	ENSMUST00000234157	138073_at
ENSMUSG00000025425	ENSMUST00000075290	136714_at
ENSMUSG00000025425	ENSMUST00000236592	136714_at
ENSMUSG00000085725	ENSMUST00000123390	134114_at
ENSMUSG00000085725	ENSMUST00000205662	134114_at
ENSMUSG00000097279	ENSMUST00000181058	137708_at
ENSMUSG00000038888	ENSMUST00000038332	131153_at
ENSMUSG00000037106	ENSMUST00000159177	132118_at
ENSMUSG00000024908	ENSMUST00000223919	135894_at
ENSMUSG00000025014	ENSMUST00000051806	139214_at
ENSMUSG00000025014	ENSMUST00000112200	139214_at
ENSMUSG00000025758	ENSMUST00000203895	135108_r_at
ENSMUSG00000037475	ENSMUST00000047037	134059_at
ENSMUSG00000037475	ENSMUST00000150443	134059_at
ENSMUSG00000037475	ENSMUST00000151802	134059_at
ENSMUSG00000028085	ENSMUST00000127348	136635_at
ENSMUSG00000028085	ENSMUST00000029726	136635_at
ENSMUSG00000030649	ENSMUST00000144207	136187_f_at
ENSMUSG00000030649	ENSMUST00000098237	136187_f_at
ENSMUSG00000030649	ENSMUST00000178851	136187_f_at
ENSMUSG00000034810	ENSMUST00000042792	134812_r_at
ENSMUSG00000104973	ENSMUST00000199690	135112_at
ENSMUSG00000014771	ENSMUST00000154293	141039_r_at
ENSMUSG00000102713	ENSMUST00000195495	133492_at
ENSMUSG00000014767	ENSMUST00000014911	133384_at
ENSMUSG00000014767	ENSMUST00000162505	133384_at
ENSMUSG00000014767	ENSMUST00000118001	133384_at
ENSMUSG00000014767	ENSMUST00000117593	133384_at
ENSMUSG00000014767	ENSMUST00000153480	133384_at
ENSMUSG00000014767	ENSMUST00000149518	133384_at
ENSMUSG00000040738	ENSMUST00000136545	129610_f_at
ENSMUSG00000040738	ENSMUST00000137054	129610_f_at
ENSMUSG00000040738	ENSMUST00000145252	129610_f_at
ENSMUSG00000048217	ENSMUST00000129799	134637_at
ENSMUSG00000048217	ENSMUST00000055409	134637_at
ENSMUSG00000048217	ENSMUST00000147252	134637_at
ENSMUSG00000050121	ENSMUST00000236184	135230_at
ENSMUSG00000050121	ENSMUST00000087176	135230_at
ENSMUSG00000022641	ENSMUST00000138166	134533_at
ENSMUSG00000022641	ENSMUST00000066037	134533_at
ENSMUSG00000022641	ENSMUST00000089404	134533_at
ENSMUSG00000022641	ENSMUST00000114488	134533_at
ENSMUSG00000022641	ENSMUST00000089399	134533_at
ENSMUSG00000022641	ENSMUST00000114477	138831_at
ENSMUSG00000022641	ENSMUST00000114477	134533_at
ENSMUSG00000022641	ENSMUST00000131695	134533_at
ENSMUSG00000020287	ENSMUST00000138050	140480_f_at
ENSMUSG00000029449	ENSMUST00000160479	130719_at
ENSMUSG00000029449	ENSMUST00000031401	130719_at
ENSMUSG00000029449	ENSMUST00000186469	130719_at
ENSMUSG00000043794	ENSMUST00000210582	134728_at
ENSMUSG00000043794	ENSMUST00000059474	134728_at
ENSMUSG00000037363	ENSMUST00000079160	135747_at
ENSMUSG00000037363	ENSMUST00000210321	135747_at
ENSMUSG00000037363	ENSMUST00000211001	135747_at
ENSMUSG00000037363	ENSMUST00000209539	135747_at
ENSMUSG00000037363	ENSMUST00000210221	135747_at
ENSMUSG00000037363	ENSMUST00000210810	135747_at
ENSMUSG00000037363	ENSMUST00000209982	135747_at
ENSMUSG00000053333	ENSMUST00000168237	135825_at
ENSMUSG00000053333	ENSMUST00000190618	135825_at
ENSMUSG00000053333	ENSMUST00000065694	135825_at
ENSMUSG00000039601	ENSMUST00000228972	139237_r_at
ENSMUSG00000039601	ENSMUST00000229744	139237_r_at
ENSMUSG00000039601	ENSMUST00000044895	139237_r_at
ENSMUSG00000039601	ENSMUST00000177857	139237_r_at
ENSMUSG00000039601	ENSMUST00000044792	139237_r_at
ENSMUSG00000039601	ENSMUST00000229939	139237_r_at
ENSMUSG00000071064	ENSMUST00000087927	130263_at
ENSMUSG00000071064	ENSMUST00000148713	139290_at
ENSMUSG00000071064	ENSMUST00000145827	139290_at
ENSMUSG00000071064	ENSMUST00000098614	130263_at
ENSMUSG00000071064	ENSMUST00000098614	139290_at
ENSMUSG00000038780	ENSMUST00000126822	140711_at
ENSMUSG00000038780	ENSMUST00000110677	140711_at
ENSMUSG00000038780	ENSMUST00000085684	140711_at
ENSMUSG00000038780	ENSMUST00000100461	140711_at
ENSMUSG00000030738	ENSMUST00000032992	137645_at
ENSMUSG00000004668	ENSMUST00000042740	137671_at
ENSMUSG00000052406	ENSMUST00000064244	129716_at
ENSMUSG00000052406	ENSMUST00000123126	129716_at
ENSMUSG00000052406	ENSMUST00000145546	129716_at
ENSMUSG00000052406	ENSMUST00000114020	129716_at
ENSMUSG00000094152	ENSMUST00000213347	138104_at
ENSMUSG00000094152	ENSMUST00000210163	138104_at
ENSMUSG00000094152	ENSMUST00000179310	138104_at
ENSMUSG00000035021	ENSMUST00000173433	130549_f_at
ENSMUSG00000035021	ENSMUST00000173453	130549_f_at
ENSMUSG00000035021	ENSMUST00000038926	130549_f_at
ENSMUSG00000097174	ENSMUST00000181030	136070_at
ENSMUSG00000097174	ENSMUST00000209627	136070_at
ENSMUSG00000092470	ENSMUST00000150068	139403_s_at
ENSMUSG00000004789	ENSMUST00000221357	134179_at
ENSMUSG00000004789	ENSMUST00000223413	134179_at
ENSMUSG00000006262	ENSMUST00000113229	133361_at
ENSMUSG00000006262	ENSMUST00000006424	133361_at
ENSMUSG00000000600	ENSMUST00000199845	139039_f_at
ENSMUSG00000000600	ENSMUST00000199845	136797_s_at
ENSMUSG00000000600	ENSMUST00000080085	136797_s_at
ENSMUSG00000000600	ENSMUST00000200577	136797_s_at
ENSMUSG00000000600	ENSMUST00000171023	136797_s_at
ENSMUSG00000000600	ENSMUST00000197742	134717_at
ENSMUSG00000000600	ENSMUST00000197611	134717_at
ENSMUSG00000000600	ENSMUST00000199234	139039_f_at
ENSMUSG00000027394	ENSMUST00000035812	130908_at
ENSMUSG00000003166	ENSMUST00000135229	139403_s_at
ENSMUSG00000003166	ENSMUST00000117945	139403_s_at
ENSMUSG00000003166	ENSMUST00000012152	139403_s_at
ENSMUSG00000003166	ENSMUST00000117082	139403_s_at
ENSMUSG00000003166	ENSMUST00000155943	139403_s_at
ENSMUSG00000003166	ENSMUST00000155611	139403_s_at
ENSMUSG00000026162	ENSMUST00000152855	135589_at
ENSMUSG00000020604	ENSMUST00000106697	129749_r_at
ENSMUSG00000020604	ENSMUST00000106696	129749_r_at
ENSMUSG00000020604	ENSMUST00000020928	129749_r_at
ENSMUSG00000020610	ENSMUST00000125108	128840_at
ENSMUSG00000109277	ENSMUST00000208847	135755_at
ENSMUSG00000095976	ENSMUST00000186212	131168_at
ENSMUSG00000095976	ENSMUST00000179493	131168_at
ENSMUSG00000029629	ENSMUST00000204150	135765_at
ENSMUSG00000027663	ENSMUST00000195055	131637_at
ENSMUSG00000086725	ENSMUST00000129876	132238_at
ENSMUSG00000020238	ENSMUST00000020463	133520_at
ENSMUSG00000020238	ENSMUST00000151680	133520_at
ENSMUSG00000106706	ENSMUST00000201865	131635_at
ENSMUSG00000054920	ENSMUST00000203561	133806_at
ENSMUSG00000096283	ENSMUST00000207633	131168_at
ENSMUSG00000096283	ENSMUST00000178209	131168_at
ENSMUSG00000101948	ENSMUST00000185826	131168_at
ENSMUSG00000026857	ENSMUST00000041830	129822_f_at
ENSMUSG00000026857	ENSMUST00000138889	129822_f_at
ENSMUSG00000026857	ENSMUST00000152374	129822_f_at
ENSMUSG00000093677	ENSMUST00000176387	133661_at
ENSMUSG00000040711	ENSMUST00000138771	129342_r_at
ENSMUSG00000028799	ENSMUST00000106072	133100_at
ENSMUSG00000028799	ENSMUST00000071108	133100_at
ENSMUSG00000055632	ENSMUST00000113532	133064_at
ENSMUSG00000055632	ENSMUST00000226996	133064_at
ENSMUSG00000055632	ENSMUST00000138821	133064_at
